"Title","City","State","Group","Ideology","Headquarters","Statewide","Year"
"Blood and Honour U.S.A","Richardson","Texas","","Racist Skinhead ","","","2014"
"Bob's Underground Graduate Seminar/BUGS","Columbia","South Carolina","","White Nationalist ","","","2014"
"National Coalition for Immigration Reform (formerly California Coalition for Immigration Reform)","Huntington Beach","California","","Anti-Immigrant","","","2014"
"carolynyeager.net","Kerrville","Texas","","Holocaust Denial","","","2014"
"Casa D'Ice Signs","North Versailles","Pennsylvania","","Anti-Muslim","","","2014"
"Catholic Action Resource Center","Orlando","Florida","","Radical Traditional Catholicism ","","","2014"
"Catholic Counterpoint","Broomall","Pennsylvania","","Radical Traditional Catholicism ","","","2014"
"Catholic Family News/Catholic Family Ministries, Inc.","Niagara Falls","New York","","Radical Traditional Catholicism ","","","2014"
"Center for the Advancement of Occidental Culture (CAOC)","Highland Township","Michigan","","White Nationalist ","","","2014"
"Chalcedon Foundation","Vallecito","California","","Anti-LGBTQ","","","2014"
"Christ or Chaos","West Chester","Ohio","","Radical Traditional Catholicism ","","","2014"
"Christ the King Church","Larkspur","Colorado","","Anti-LGBTQ","","","2014"
"Christian Action Network","Forest","Virginia","","Anti-Muslim","","","2014"
"Christian Anti-Defamation Commission","Vista","California","","General Hate ","","","2014"
"Christian Defense League","Mandeville","Louisiana","","Neo-Nazi","","","2014"
"Christian Guardians","San Francisco","California","","Anti-Muslim","","","2014"
"The church at Kaweah","Three Rivers","California","","General Hate ","","","2014"
"Church of the Sons of YHVH","Converse","Louisiana","","Christian Identity ","","","2014"
"Citizen Warrior","Nashville","Tennessee","","Anti-Muslim","","","2014"
"Citizens for National Security","Boca Raton","Florida","","Anti-Muslim","","","2014"
"Committee for Open Debate on the Holocaust","Drums","Pennsylvania","","Holocaust Denial","","","2014"
"Concerned Citizens and Friends of Illegal Immigration Law Enforcement","Framingham","Massachusetts","","General Hate ","","","2014"
"Confederate Hammerskins","Orlando","Florida","","Racist Skinhead ","","","2014"
"Confederate Patriot Voters United","Baldwyn","Mississippi","","White Nationalist ","","","2014"
"Conservative Citizens Foundation, Inc.","Saint Louis","Missouri","","White Nationalist ","","","2014"
"Council for Social and Economic Studies","Washington","District of Columbia","","White Nationalist ","","","2014"
"Council of Conservative Citizens","St. Louis","Missouri","Council of Conservative Citizens","White Nationalist ","","","2014"
"Counter Jihad Coalition","Santa Monica","California","","Anti-Muslim","","","2014"
"Counter-Currents Publishing","San Diego","California","","White Nationalist ","","","2014"
"Covenant People's Ministry","Brooks","Georgia","","Christian Identity ","","","2014"
"The Creativity Movement","Bloomington","Illinois","","Neo-Nazi","","","2014"
"Culture Wars/Fidelity Press","South Bend","Indiana","","Radical Traditional Catholicism ","","","2014"
"The Dakota Voice","Rapid City","South Dakota","","General Hate ","","","2014"
"Desastrious Records","Springtown","Texas","","Hate Music ","","","2014"
"Die Auserwahlten","Brownsfield","Louisiana","","Racist Skinhead ","","","2014"
"Dove World Outreach Center","Bradenton","Florida","","General Hate ","","","2014"
"Eastern Hammerskins","Allentown","Pennsylvania","","Racist Skinhead ","","","2014"
"Ecclesiastical Council for the Restoration of Covenant Israel (ECRCI)","Chicago","Illinois","","Christian Identity ","","","2014"
"European American Action Coalition","Pittston","Pennsylvania","","White Nationalist ","","","2014"
"European-American Evangelistic Crusades","Carmichael","California","","General Hate ","","","2014"
"Faith and Heritage","Southeast","Texas","","White Nationalist ","","","2014"
"Faith Baptist Church and Ministry","Houston","Missouri","","Christian Identity ","","","2014"
"Faith Freedom","Bellevue","Washington","","Anti-Muslim","","","2014"
"Family Research Council","Washington","District of Columbia","Family Research Council","Anti-LGBTQ","","","2014"
"Family Research Institute","Colorado Springs","Colorado","","Anti-LGBTQ","","","2014"
"Family Watch International","Gilbert","Arizona","Family Watch International","Anti-LGBTQ","","","2014"
"The Fatima Crusader","Constable","New York","","Radical Traditional Catholicism ","","","2014"
"Federation for American Immigration Reform","Washington","District of Columbia","Federation for American Immigration Reform","Anti-Immigrant","","","2014"
"Fellowship of God's Covenant People","Union","Kentucky","","Christian Identity ","","","2014"
"The Fitzgerald Griffin Foundation","Vienna","Virginia","","White Nationalist ","","","2014"
"Florida Family Association","Tampa","Florida","","Anti-Muslim","","","2014"
"The Forssaken Motorcycle Club","Center Ridge","Arkansas","","Neo-Nazi","","","2014"
"Fraternal Order of the Cross","Madison","Indiana","","Ku Klux Klan ","","","2014"
"Free Edgar Steele","Sagle","Idaho","","White Nationalist ","","","2014"
"Fundamentalist Latter Day Saints","Hildale","Utah","Fundamentalist Church of Jesus Christ of Latter-Day Saints","General Hate ","","","2014"
"Gallows Tree Wotansvolk Alliance","Grand Rapids","Michigan","","Neo-Völkisch","","","2014"
"Geauga Constitutional Council","Mayfield Heights","Ohio","","General Hate ","","","2014"
"Generations With Vision","Elizabeth","Colorado","","Anti-LGBTQ","","","2014"
"Get Some 88","Castaic","California","","Hate Music ","","","2014"
"Golden State Solidarity","Oakland","California","","Racist Skinhead ","","","2014"
"H.L. Mencken Club","Elizabethtown","Pennsylvania","","White Nationalist ","","","2014"
"Heritage and Destiny","Little Orleans","Maryland","","White Nationalist ","","","2014"
"Heterosexuals Organized for a Moral Environment (H.O.M.E.)","Downers Grove","Illinois","","Anti-LGBTQ","","","2014"
"Holy Nation of Odin","Kingsburg","California","","General Hate ","","","2014"
"Holy Order Ministry","De Kalb","Texas","","Christian Identity ","","","2014"
"IHS Press","Norfolk","Virginia","","Radical Traditional Catholicism ","","","2014"
"Illinois Family Institute","Carol Stream","Illinois","","Anti-LGBTQ","","","2014"
"Insight USA","Longwood","Florida","","General Hate ","","","2014"
"Institute for Historical Review","Fountain Valley","California","Institute for Historical Review","Holocaust Denial","","","2014"
"Institute for Historical Review Store","Newport Beach","California","","Holocaust Denial","","","2014"
"The International Conspiratological Association","Coeur d'Alene","Idaho","","Holocaust Denial","","","2014"
"International Keystone Knights of the KKK","Vanndale","Arkansas","","Ku Klux Klan ","","","2014"
"Invictus Books","Wentzville","Missouri","","General Hate ","","","2014"
"Irving Books","Key West","Florida","","Holocaust Denial","","","2014"
"ISD Records","Lancaster","Ohio","","Hate Music ","","","2014"
"Islam: Making a True Difference in the World -- One Body at a Time","Marietta","Georgia","","Anti-Muslim","","","2014"
"islam: the Religion of Peace (and a big stack of dead bodies)","Marietta","Georgia","","Anti-Muslim","","","2014"
"The Israelite Church of God in Jesus Christ","New York","New York","","","","","2014"
"Jamaat al-Muslimeen","Baltimore","Maryland","","General Hate ","","","2014"
"Jewish Political Action Committee","New York","New York","","Anti-LGBTQ","","","2014"
"Jewish Task Force","Fresh Meadows","New York","","General Hate ","","","2014"
"Jihad Watch","Sherman Oaks","California","","Anti-Muslim","","","2014"
"Kingdom Identity Ministries","Harrison","Arkansas","","Christian Identity ","","","2014"
"Kingdom Treasure Ministries","Owasso","Oklahoma","","Neo-Confederate","","","2014"
"The Kinist Institute","Orlando","Florida","","White Nationalist ","","","2014"
"Kinsman Redeemer Ministries","Alexandria","Kentucky","","Christian Identity ","","","2014"
"Knights of the Ku Klux Klan","Harrison","Arkansas","","Ku Klux Klan ","","","2014"
"Knights Party Veterans League","Harrison","Arkansas","","Ku Klux Klan ","","","2014"
"Ku Klos Knights of the KKK","Church Hill","Tennessee","","Ku Klux Klan ","","","2014"
"Label 56","Nottingham","Maryland","","Hate Music ","","","2014"
"League of the South","Jacksonville","Florida","League of the South","Neo-Confederate","","","2014"
"League of the South","Killen","Alabama","League of the South","Neo-Confederate","","","2014"
"League of the South","Scotts Valley","California","League of the South","Neo-Confederate","","","2014"
"Liberty Counsel","Orlando","Florida","Liberty Counsel","Anti-LGBTQ","","","2014"
"Loyal White Knights of the KKK","Eden","North Carolina","","Ku Klux Klan ","","","2014"
"Maryland National Socialist Party","Elkridge","Maryland","","Neo-Nazi","","","2014"
"Maryland State Skinheads","Baltimore","Maryland","","Racist Skinhead ","","","2014"
"Micetrap Distribution","Maple Shade Township","New Jersey","","Hate Music ","","","2014"
"Midland Hammerskins","Wichita","Kansas","","Racist Skinhead ","","","2014"
"Mission to Israel","Scottsbluff","Nebraska","","Christian Identity ","","","2014"
"Mission: America","Columbus","Ohio","","Anti-LGBTQ","","","2014"
"Mississippi White Knights of the KKK","Bruce","Mississippi","","Ku Klux Klan ","","","2014"
"Most Holy Family Monastery","Fillmore","New York","","Radical Traditional Catholicism ","","","2014"
"MSR Productions","Wheat Ridge","Colorado","","Hate Music ","","","2014"
"Nation of Islam","Chicago","Illinois","Nation of Islam","","","","2014"
"National Alliance Reform and Restoration Group","Carson City","Nevada","National Alliance","Neo-Nazi","","","2014"
"National Policy Institute","Whitefish","Montana","","White Nationalist ","","","2014"
"National Prayer Network","Clackamas","Oregon","","General Hate ","","","2014"
"National Socialist Freedom Movement","Tulsa","Oklahoma","","Neo-Nazi","","","2014"
"National Socialist German Workers Party","Lincoln","Nebraska","","Neo-Nazi","","","2014"
"National Socialist Movement","Detroit","Michigan","National Socialist Movement","Neo-Nazi","","","2014"
"Nationalist Coalition","St Petersburg","Florida","","Neo-Nazi","","","2014"
"Nationalist Movement","Learned","Mississippi","","White Nationalist ","","","2014"
"New Black Panther Party","Washington","District of Columbia","New Black Panther Party","","","","2014"
"New Order","Milwaukee","Wisconsin","","Neo-Nazi","","","2014"
"New Yorkers for Immigration Control and Enforcement (NYICE)","New York","New York","","Anti-Immigrant","","","2014"
"Non-Universal Teaching Ministries/Christogenea","Fostoria","Ohio","","Christian Identity ","","","2014"
"Noontide Press","Newport Beach","California","","Holocaust Denial","","","2014"
"NS Publications","Wyandotte","Michigan","","Neo-Nazi","","","2014"
"Occidental Dissent","Eufaula","Alabama","","White Nationalist ","","","2014"
"Occidental Quarterly/Charles Martel Society","Atlanta","Georgia","Occidental Quarterly","White Nationalist ","","","2014"
"Official Street Preachers","Los Angeles","California","","General Hate ","","","2014"
"Old Glory Skinheads","Mt Airy","North Carolina","","Racist Skinhead ","","","2014"
"OMNI Christian Book Club","Palmdale","California","","Radical Traditional Catholicism ","","","2014"
"Orange County Skins","","California","","Racist Skinhead ","","Yes","2014"
"Original Knight Riders Knights of the KKK","Beckley","West Virginia","","Ku Klux Klan ","","","2014"
"Our Place Fellowship","Colville","Washington","","Christian Identity ","","","2014"
"Pace Confederate Depot","Baldwyn","Mississippi","","Neo-Confederate","","","2014"
"Pacific Justice Institute","Sacramento","California","Pacific Justice Institute","Anti-LGBTQ","","","2014"
"Parents Action League","Champlin","Minnesota","","Anti-LGBTQ","","","2014"
"Pass the Salt Ministries","Hebron","Ohio","","Anti-LGBTQ","","","2014"
"Pilgrims Covenant Church","Monroe","Wisconsin","","Anti-LGBTQ","","","2014"
"Pioneer Fund","New York","New York","","White Nationalist ","","","2014"
"Pioneer Little Europe Kalispell Montana","Kalispell","Montana","","White Nationalist ","","","2014"
"Poker Face","Allentown","Pennsylvania","","Hate Music ","","","2014"
"Political Islam","Nashville","Tennessee","","Anti-Muslim","","","2014"
"Power of Prophecy","Austin","Texas","","General Hate ","","","2014"
"The Pray in Jesus Name Project","Colorado Springs","Colorado","","Anti-LGBTQ","","","2014"
"Probe Ministries","Plano","Texas","","Anti-LGBTQ","","","2014"
"ProEnglish","Arlington","Virginia","","Anti-Immigrant","","","2014"
"Providence Road Baptist Church","Maiden","North Carolina","","Anti-LGBTQ","","","2014"
"Public Advocate of the United States","Falls Church","Virginia","","Anti-LGBTQ","","","2014"
"Racial Nationalist Party of America","Lockport","New York","","White Nationalist ","","","2014"
"Radio Jihad/Global Patriot Radio","","New York","","Anti-Muslim","","Yes","2014"
"Reformation-Bible Puritan-Baptist Church/Vatican Assassins","Newmanstown","Pennsylvania","","General Hate ","","","2014"
"The Remnant","Forest Lake","Minnesota","","Radical Traditional Catholicism ","","","2014"
"Robert Sungenis","State Line","Pennsylvania","","Radical Traditional Catholicism ","","","2014"
"Rocky Mountain Knights of the KKK","Great Falls","Montana","","Ku Klux Klan ","","","2014"
"Ruth Institute","San Marcos","California","Ruth Institute","Anti-LGBTQ","","","2014"
"Sacto Skinheads","Sacramento","California","","Racist Skinhead ","","","2014"
"Aryan Nations Sadistic Souls MC","Brighton","Illinois","","Neo-Nazi","","","2014"
"Sadistic Souls Racist Skinheads","Wood River","Illinois","","Racist Skinhead ","","","2014"
"Samanta Roy Institute of Science and Technology","Shawano","Wisconsin","","General Hate ","","","2014"
"Save California","Sacramento","California","","Anti-LGBTQ","","","2014"
"Scriptures for America Worldwide Ministries","Laporte","Colorado","","Christian Identity ","","","2014"
"Sharia Awareness Action Network","Washington","District of Columbia","","Anti-Muslim","","","2014"
"Sharkhunters International","Hernando","Florida","","General Hate ","","","2014"
"Silver Bullet Gun Oil","Courtland","Virginia","","Anti-Muslim","","","2014"
"Slaves of the Immaculate Heart of Mary","Richmond","New Hampshire","","Radical Traditional Catholicism ","","","2014"
"The Social Contract Press","Petoskey","Michigan","","White Nationalist ","","","2014"
"Society for the Practical Establishment and Perpetuation of the Ten Commandments","Eatonton","Georgia","","General Hate ","","","2014"
"Soldiers of the Cross Training Institute","Harrison","Arkansas","","Ku Klux Klan ","","","2014"
"Sons of Aesir Motorcycle Club","Irapuato","Arizona","","General Hate ","","","2014"
"Faith Baptist Church (formerly Sons of Thundr)","Luthersville","Georgia","","Anti-LGBTQ","","","2014"
"South Africa Project","Mandeville","Louisiana","","White Nationalist ","","","2014"
"Southern Mountain Knights of the KKK","Nashville","Tennessee","","Ku Klux Klan ","","","2014"
"Southern National Congress","Alexandria","Virginia","","Neo-Confederate","","","2014"
"St. Michael's Parish/Mount St. Michael","Spokane","Washington","","Radical Traditional Catholicism ","","","2014"
"Stedfast Baptist Church","Fort Worth","Texas","","Anti-LGBTQ","","","2014"
"Stop the Islamization of America (SIOA)","New York","New York","","Anti-Muslim","","","2014"
"Stop the Islamization of Nations (SION)","New York","New York","","Anti-Muslim","","","2014"
"Stormfront","West Palm Beach","Florida","Stormfront","White Nationalist ","","","2014"
"Sultan Knish a blog by Daniel Greenfield","New York","New York","","Anti-Muslim","","","2014"
"Supreme White Alliance","Columbus","Ohio","","Racist Skinhead ","","","2014"
"TC Family (Traverse City Family)","Traverse City","Michigan","","Anti-LGBTQ","","","2014"
"Tea Party Nation","Franklin","Tennessee","","General Hate ","","","2014"
"Tennessee Freedom Coalition","Nashville","Tennessee","","Anti-Muslim","","","2014"
"Texas Knights of the KKK","Campbell","Texas","","Ku Klux Klan ","","","2014"
"The Brother Nathanael Foundation","Frisco","Colorado","","General Hate ","","","2014"
"Third Reich Books","Fairbury","Nebraska","","Neo-Nazi","","","2014"
"Thomas Robb Ministries","Bergman","Arkansas","","Christian Identity ","","","2014"
"Tightrope","Calico Rock","Arkansas","","Hate Music ","","","2014"
"Tom Brown Ministries","El Paso","Texas","","Anti-LGBTQ","","","2014"
"Tony Alamo Christian Ministries","Fouke","Arkansas","","General Hate ","","","2014"
"Tradition in Action","Los Angeles","California","","Radical Traditional Catholicism ","","","2014"
"The Traditional Rebel Knights of the KKK","Braddock Heights","Maryland","","Ku Klux Klan ","","","2014"
"Traditional Values Coalition","Anaheim","California","","Anti-LGBTQ","","","2014"
"Traditionalist American Knights of the KKK","Potosi","Missouri","","Ku Klux Klan ","","","2014"
"Trinity White Knights of the KKK","Georgetown","Kentucky","","Ku Klux Klan ","","","2014"
"True Invisible Empire Knights","Elkmont","Alabama","","Ku Klux Klan ","","","2014"
"True Light Pentecost Church","Spartanburg","South Carolina","","Anti-LGBTQ","","","2014"
"Truth At Last","Marietta","Georgia","","General Hate ","","","2014"
"D. James Kennedy Ministries (formerly Truth in Action)","Fort Lauderdale","Florida","","Anti-LGBTQ","","","2014"
"United Dixie White Knights of the Ku Klux Klan","Jackson","Mississippi","","Ku Klux Klan ","","","2014"
"United Families International","Gilbert","Arizona","","Anti-LGBTQ","","","2014"
"United Klans of America","Ashland","Alabama","","Ku Klux Klan ","","","2014"
"United Society of Aryan Skinheads","San Diego","California","","Racist Skinhead ","","","2014"
"United States Defense League","Monroe","North Carolina","","Anti-Muslim","","","2014"
"The United West","Lake Worth","Florida","","Anti-Muslim","","","2014"
"US Border Guard","Mesa","Arizona","","Anti-Immigrant","","","2014"
"VDARE Foundation","Warrenton","Virginia","VDARE","White Nationalist ","","","2014"
"Vinlanders Florida","","Florida","","Racist Skinhead ","","Yes","2014"
"Vinlanders Indiana","Knightstown","Indiana","","Racist Skinhead ","","","2014"
"Virginia Publishing Company","Lynchburg","Virginia","","Christian Identity ","","","2014"
"War On The Horizon","Washington","District of Columbia","","","","","2014"
"Washington Summit Publishers","Whitefish","Montana","","White Nationalist ","","","2014"
"Watchmen Bible Study Group","Wappapello","Missouri","","Christian Identity ","","","2014"
"Weisman Publications","Apple Valley","Minnesota","","Christian Identity ","","","2014"
"Westboro Baptist Church","Topeka","Kansas","Westboro Baptist Church","Anti-LGBTQ","","","2014"
"Western Hammerskins","San Diego","California","","Racist Skinhead ","","","2014"
"White Aryan Resistance","Warsaw","Indiana","","Neo-Nazi","","","2014"
"White Boy Society","","Illinois","","White Nationalist ","","Yes","2014"
"White Rabbit Radio","Dearborn Heights","Michigan","","White Nationalist ","","","2014"
"Windsor Hills Baptist Church","Oklahoma City","Oklahoma","","Anti-LGBTQ","","","2014"
"World Congress of Families/International Organization for the Family","Rockford","Illinois","","Anti-LGBTQ","","","2014"
"World View Foundations","Porterville","California","","White Nationalist ","","","2014"
"Yahweh's Truth","Linwood","Michigan","","Christian Identity ","","","2014"
"You Can Run, But You Cannot Hide","Annandale","Minnesota","","Anti-LGBTQ","","","2014"
"AC Skins","Absecon","New Jersey","","Racist Skinhead ","","","2014"
"AC Skins","Atlantic City","New Jersey","","Racist Skinhead ","","","2014"
"AC Skins","Brick","New Jersey","","Racist Skinhead ","","","2014"
"AC Skins","Brigantine","New Jersey","","Racist Skinhead ","","","2014"
"AC Skins","Camden","New Jersey","","Racist Skinhead ","","","2014"
"AC Skins","Galloway","New Jersey","","Racist Skinhead ","","","2014"
"AC Skins","Hamilton Township","New Jersey","","Racist Skinhead ","","","2014"
"AC Skins","Little Egg Harbor Township","New Jersey","","Racist Skinhead ","","","2014"
"AC Skins","Marmora","New Jersey","","Racist Skinhead ","","","2014"
"AC Skins","Pemberton Township","New Jersey","","Racist Skinhead ","","","2014"
"AC Skins","Pine Hill","New Jersey","","Racist Skinhead ","","","2014"
"AC Skins","Somers Point","New Jersey","","Racist Skinhead ","","","2014"
"AC Skins","Wildwood","New Jersey","","Racist Skinhead ","","","2014"
"AC Skins","Woodbine","New Jersey","","Racist Skinhead ","","","2014"
"Advanced White Society","Delaware","Delaware","","White Nationalist ","","","2014"
"Advanced White Society","New York","New York","","White Nationalist ","","","2014"
"Advanced White Society","","Massachusetts","","White Nationalist ","","Yes","2014"
"Advanced White Society","","Ohio","","White Nationalist ","","Yes","2014"
"Advanced White Society","","Georgia","","White Nationalist ","","Yes","2014"
"Advanced White Society","","Pennsylvania","","White Nationalist ","","Yes","2014"
"Aggressive Christianity","Berino","New Mexico","","General Hate ","","","2014"
"All Eyes On Egipt Bookstore","Chicago","Illinois","","","","","2014"
"All Eyes On Egipt Bookstore","Brooklyn","New York","","","","","2014"
"All Eyes On Egypt Bookstore","Macon","Georgia","","","","","2014"
"American Family Association","Franklin","Pennsylvania","American Family Association","Anti-LGBTQ","","","2014"
"American Freedom Party","Baldwyn","Mississippi","American Freedom Party","White Nationalist ","","","2014"
"American Freedom Party","Bradenton","Florida","American Freedom Party","White Nationalist ","","","2014"
"American Freedom Party","Granbury","Texas","American Freedom Party","White Nationalist ","","","2014"
"American Freedom Party","Grand Forks","North Dakota","American Freedom Party","White Nationalist ","","","2014"
"American Freedom Party","Lakewood Ranch","Florida","American Freedom Party","White Nationalist ","","","2014"
"American Freedom Party","Los Angeles","California","American Freedom Party","White Nationalist ","","","2014"
"American Freedom Party","Maidsville","West Virginia","American Freedom Party","White Nationalist ","","","2014"
"American Freedom Party","New York","New York","American Freedom Party","White Nationalist ","","","2014"
"American Freedom Party","","Oregon","American Freedom Party","White Nationalist ","","Yes","2014"
"American Freedom Party","","Indiana","American Freedom Party","White Nationalist ","","Yes","2014"
"American Freedom Party","","Montana","American Freedom Party","White Nationalist ","","Yes","2014"
"American Freedom Party","","Wisconsin","American Freedom Party","White Nationalist ","","Yes","2014"
"American Front","Hackensack","New Jersey","","Racist Skinhead ","","","2014"
"American Front","Haledon","New Jersey","","Racist Skinhead ","","","2014"
"American Front","Lynn Haven","Florida","","Racist Skinhead ","","","2014"
"American Front","Roselle","New Jersey","","Racist Skinhead ","","","2014"
"American Front","Saint Cloud","Florida","","Racist Skinhead ","","","2014"
"American Nationalist Association","Porterville","California","","White Nationalist ","","","2014"
"American Nazi Party","Rialto","California","","Neo-Nazi","","","2014"
"American Nazi Party","","Ohio","","Neo-Nazi","","Yes","2014"
"American Nazi Party","","West Virginia","","Neo-Nazi","","Yes","2014"
"American Nazi Party","","Arizona","","Neo-Nazi","","Yes","2014"
"American Nazi Party","","Virginia","","Neo-Nazi","","Yes","2014"
"American Nazi Party","","Texas","","Neo-Nazi","","Yes","2014"
"American Vikings","Knightstown","Indiana","","Racist Skinhead ","","","2014"
"Americans for Legal Immigration (ALIPAC)","Raleigh","North Carolina","","Anti-Immigrant","","","2014"
"Aryan Nations","North Bergen","New Jersey","","Neo-Nazi","","","2014"
"Aryan Nations","Bedford","Virginia","","Neo-Nazi","","","2014"
"Aryan Nations","Boise","Idaho","","Neo-Nazi","","","2014"
"Aryan Nations","Bushnell","Florida","","Neo-Nazi","","","2014"
"Aryan Nations","Exeter","New Hampshire","","Neo-Nazi","","","2014"
"Aryan Nations","Hickory","North Carolina","","Neo-Nazi","","","2014"
"Aryan Nations","Midland Park","New Jersey","","Neo-Nazi","","","2014"
"Aryan Nations","Norton","Vermont","","Neo-Nazi","","","2014"
"Aryan Nations","","Texas","","Neo-Nazi","","Yes","2014"
"Aryan Nations","","Arkansas","","Neo-Nazi","","Yes","2014"
"Aryan Nations","","Mississippi","","Neo-Nazi","","Yes","2014"
"Aryan Nations","Washington","District of Columbia","","Neo-Nazi","","","2014"
"Aryan Nations","","West Virginia","","Neo-Nazi","","Yes","2014"
"Aryan Nations","","Pennsylvania","","Neo-Nazi","","Yes","2014"
"Aryan Nations","","Texas","","Neo-Nazi","","Yes","2014"
"Aryan Nations","","Kentucky","","Neo-Nazi","","Yes","2014"
"Aryan Nations","","Florida","","Neo-Nazi","","Yes","2014"
"Aryan Nations","","Idaho","","Neo-Nazi","","Yes","2014"
"Aryan Nations","","Michigan","","Neo-Nazi","","Yes","2014"
"Aryan Nations","","New York","","Neo-Nazi","","Yes","2014"
"Aryan Nations","","Tennessee","","Neo-Nazi","","Yes","2014"
"Aryan Strikeforce","","Colorado","","Racist Skinhead ","","Yes","2014"
"Aryan Strikeforce","","New York","","Racist Skinhead ","","Yes","2014"
"Aryan Strikeforce","","Pennsylvania","","Racist Skinhead ","","Yes","2014"
"Aryan Strikeforce","","Texas","","Racist Skinhead ","","Yes","2014"
"Aryan Strikeforce","","Iowa","","Racist Skinhead ","","Yes","2014"
"Aryan Strikeforce","","Kentucky","","Racist Skinhead ","","Yes","2014"
"Aryan Strikeforce","","Massachusetts","","Racist Skinhead ","","Yes","2014"
"Aryan Strikeforce","","Oklahoma","","Racist Skinhead ","","Yes","2014"
"Aryan Strikeforce","","Vermont","","Racist Skinhead ","","Yes","2014"
"Aryan Strikeforce","","Indiana","","Racist Skinhead ","","Yes","2014"
"Aryan Strikeforce","","Minnesota","","Racist Skinhead ","","Yes","2014"
"Aryan Strikeforce","","California","","Racist Skinhead ","","Yes","2014"
"Aryan Strikeforce","","Ohio","","Racist Skinhead ","","Yes","2014"
"Aryan Strikeforce","","Florida","","Racist Skinhead ","","Yes","2014"
"Aryan Strikeforce","","Missouri","","Racist Skinhead ","","Yes","2014"
"Aryan Strikeforce","","Illinois","","Racist Skinhead ","","Yes","2014"
"Aryan Strikeforce","","Virginia","","Racist Skinhead ","","Yes","2014"
"Aryan Strikeforce","","Arizona","","Racist Skinhead ","","Yes","2014"
"Aryan Terror Brigade","","Kentucky","","Racist Skinhead ","","Yes","2014"
"Aryan Terror Brigade","","Arkansas","","Racist Skinhead ","","Yes","2014"
"Aryan Terror Brigade","","Louisiana","","Racist Skinhead ","","Yes","2014"
"Aryan Terror Brigade","","Missouri","","Racist Skinhead ","","Yes","2014"
"Aryan Terror Brigade","","Florida","","Racist Skinhead ","","Yes","2014"
"Aryan Terror Brigade","","Ohio","","Racist Skinhead ","","Yes","2014"
"Aryan Terror Brigade","","Pennsylvania","","Racist Skinhead ","","Yes","2014"
"Aryan Terror Brigade","","New York","","Racist Skinhead ","","Yes","2014"
