"Title","City","State","Group","Ideology","Headquarters","Statewide","Year"
"Will2Rise","","Florida","","White Nationalist ","Yes","Yes","2020"
"White Rabbit Radio","Dearborn Heights","Michigan","","White Nationalist ","Yes","","2020"
"VDARE Foundation","Warrenton","Virginia","VDARE","White Nationalist ","Yes","","2020"
"The Right Stuff","","Pennsylvania","","White Nationalist ","","Yes","2020"
"The Right Stuff","Hopewell Junction","New York","","White Nationalist ","Yes","","2020"
"The Right Stuff","Virginia Beach","Virginia","","White Nationalist ","","","2020"
"The Base","","Washington","The Base","White Nationalist ","","Yes","2020"
"The Base","","Georgia","The Base","White Nationalist ","","Yes","2020"
"The Base","","California","The Base","White Nationalist ","","Yes","2020"
"The Base","","Michigan","The Base","White Nationalist ","","Yes","2020"
"The Base","","Wisconsin","The Base","White Nationalist ","","Yes","2020"
"The Base","","Maryland","The Base","White Nationalist ","","Yes","2020"
"Stormfront","West Palm Beach","Florida","Stormfront","White Nationalist ","Yes","","2020"
"Social Contract Press","Petoskey","Michigan","The Social Contract Press","White Nationalist ","Yes","","2020"
"Shieldwall Network","Mountain View","Arkansas","","White Nationalist ","Yes","","2020"
"Scott-Townsend Publishers","Washington","District of Columbia","","White Nationalist ","Yes","","2020"
"Rise Above Movement","Huntington Beach","California","Rise Above Movement","White Nationalist ","Yes","","2020"
"Right Brand Clothing","Anaheim","California","","White Nationalist ","Yes","","2020"
"Revolt Through Tradition","","Florida","","White Nationalist ","","Yes","2020"
"Revolt Through Tradition","","Massachusetts","","White Nationalist ","","Yes","2020"
"Revolt Through Tradition","","Georgia","","White Nationalist ","","Yes","2020"
"Revolt Through Tradition","","Indiana","","White Nationalist ","","Yes","2020"
"Renaissance Horizon","Summerville","South Carolina","","White Nationalist ","Yes","","2020"
"Red Ice","Harrisonburg","Virginia","","White Nationalist ","Yes","","2020"
"Real Republic of Florida","Tallahassee","Florida","","White Nationalist ","Yes","","2020"
"Radix Journal","Alexandria","Virginia","","White Nationalist ","Yes","","2020"
"Racial Nationalist Party of America","Lockport","New York","","White Nationalist ","Yes","","2020"
"The Political Cesspool","Bartlett","Tennessee","","White Nationalist ","Yes","","2020"
"Patriotic Flags","Summerville","South Carolina","","White Nationalist ","Yes","","2020"
"Patriot Front","","Texas","Patriot Front","White Nationalist ","Yes","Yes","2020"
"Patriot Front","","California","Patriot Front","White Nationalist ","","Yes","2020"
"Patriot Front","","Washington","Patriot Front","White Nationalist ","","Yes","2020"
