"Title","City","State","Group","Ideology","Headquarters","Statewide","Year"
"American Border Patrol","Sierra Vista","Arizona","American Border Patrol/American Patrol","Anti-Immigrant","","","2013"
"American College of Pediatricians","Gainesville","Florida","American College of Pediatricians","Anti-LGBTQ","","","2013"
"American Family Association","Franklin","Pennsylvania","American Family Association","Anti-LGBTQ","","","2013"
"American Family Association","Tupelo","Mississippi","American Family Association","Anti-LGBTQ","","","2013"
"American Free Press","Washington","District of Columbia","","General Hate ","","","2013"
"American Freedom Defense Initiative","New York","New York","","Anti-Muslim","","","2013"
"American Freedom Party","Granbury","Texas","American Freedom Party","White Nationalist ","","","2013"
"American Freedom Party","Grand Forks","North Dakota","American Freedom Party","White Nationalist ","","","2013"
"American Freedom Party","Jacksonville","Florida","American Freedom Party","White Nationalist ","","","2013"
"American Freedom Party","Lakewood Ranch","Florida","American Freedom Party","White Nationalist ","","","2013"
"American Freedom Party","Las Vegas","Nevada","American Freedom Party","White Nationalist ","","","2013"
"American Freedom Party","Los Angeles","California","American Freedom Party","White Nationalist ","","","2013"
"American Freedom Party","Maidsville","West Virginia","American Freedom Party","White Nationalist ","","","2013"
"American Freedom Party","New York","New York","American Freedom Party","White Nationalist ","","","2013"
"American Freedom Party","","Wisconsin","American Freedom Party","White Nationalist ","","Yes","2013"
"American Front","Hackensack","New Jersey","","Racist Skinhead ","","","2013"
"American Front","Haledon","New Jersey","","Racist Skinhead ","","","2013"
"American Front","Lynn Haven","Florida","","Racist Skinhead ","","","2013"
"American Front","Roselle","New Jersey","","Racist Skinhead ","","","2013"
"American Front","Sacramento","California","","Racist Skinhead ","","","2013"
"American Front","St. Cloud","Florida","","Racist Skinhead ","","","2013"
"American Immigration Control Foundation/Americans for Immigration Control","Monterey","Virginia","","Anti-Immigrant","","","2013"
"American Nationalist Association","Porterville","California","","White Nationalist ","","","2013"
"American Nationalist Union","Las Vegas","Nevada","","White Nationalist ","","","2013"
"American Nazi Party","Rialto","California","","Neo-Nazi","","","2013"
"American Nazi Party","Westland","Michigan","","Neo-Nazi","","","2013"
"American Nazi Party","","Virginia","","Neo-Nazi","","Yes","2013"
"American Nazi Party","","Arizona","","Neo-Nazi","","Yes","2013"
"American Nazi Party","","West Virginia","","Neo-Nazi","","Yes","2013"
"American Nazi Party","","Texas","","Neo-Nazi","","Yes","2013"
"American Nazi Party","","Ohio","","Neo-Nazi","","Yes","2013"
"American Patrol/Voice of Citizens Together","Sherman Oaks","California","","Anti-Immigrant","","","2013"
"American Renaissance/New Century Foundation","Arlington","Virginia","","White Nationalist ","","","2013"
"American Renaissance/New Century Foundation","Oakton","Virginia","American Renaissance","White Nationalist ","","","2013"
"American Vision","Powder Springs","Georgia","","Anti-LGBTQ","","","2013"
"Americans for Legal Immigration (ALIPAC)","Raleigh","North Carolina","","Anti-Immigrant","","","2013"
"Americans for Truth About Homosexuality","Naperville","Illinois","","Anti-LGBTQ","","","2013"
"Artisan Publishers","Muskogee","Oklahoma","","General Hate ","","","2013"
"Aryan Nations","Bartow","Florida","","Neo-Nazi","","","2013"
"Aryan Nations","Boise","Idaho","","Neo-Nazi","","","2013"
"Aryan Nations","Converse","Louisiana","","Neo-Nazi","","","2013"
"Aryan Nations","Danvers","Massachusetts","","Neo-Nazi","","","2013"
"Aryan Nations","Mercer","Wisconsin","","Neo-Nazi","","","2013"
"Aryan Nations","Midland Park","New Jersey","","Neo-Nazi","","","2013"
"Aryan Nations","Milan","New Hampshire","","Neo-Nazi","","","2013"
"Aryan Nations","Moneta","Virginia","","Neo-Nazi","","","2013"
"Aryan Nations","North Bergen","New Jersey","","Neo-Nazi","","","2013"
"Aryan Nations","Norton","Vermont","","Neo-Nazi","","","2013"
"Aryan Nations","Seattle","Washington","","Neo-Nazi","","","2013"
"Aryan Nations Knights of the KKK","Converse","Louisiana","","Ku Klux Klan ","","","2013"
"Aryan Strikeforce","Somerville","New Jersey","","Racist Skinhead ","","","2013"
"Aryan Strikeforce","","Vermont","","Racist Skinhead ","","Yes","2013"
"Aryan Strikeforce","","Ohio","","Racist Skinhead ","","Yes","2013"
"Aryan Strikeforce","","Florida","","Racist Skinhead ","","Yes","2013"
"Aryan Strikeforce","","California","","Racist Skinhead ","","Yes","2013"
"Aryan Strikeforce","","Kentucky","","Racist Skinhead ","","Yes","2013"
"Aryan Strikeforce","","Pennsylvania","","Racist Skinhead ","","Yes","2013"
"Aryan Strikeforce","","Iowa","","Racist Skinhead ","","Yes","2013"
"Aryan Strikeforce","","New York","","Racist Skinhead ","","Yes","2013"
"Aryan Terror Brigade","Flemington","New Jersey","","Racist Skinhead ","","","2013"
"Aryan Terror Brigade","","Oklahoma","","Racist Skinhead ","","Yes","2013"
"Aryan Terror Brigade","","Oregon","","Racist Skinhead ","","Yes","2013"
"Aryan Terror Brigade","","Virginia","","Racist Skinhead ","","Yes","2013"
"Aryan Terror Brigade","","West Virginia","","Racist Skinhead ","","Yes","2013"
"Aryan Terror Brigade","","Ohio","","Racist Skinhead ","","Yes","2013"
"Aryan Terror Brigade","","Florida","","Racist Skinhead ","","Yes","2013"
"Aryan Terror Brigade","","Missouri","","Racist Skinhead ","","Yes","2013"
"Aryan Terror Brigade","","Louisiana","","Racist Skinhead ","","Yes","2013"
"Aryan Terror Brigade","","Arkansas","","Racist Skinhead ","","Yes","2013"
"Aryan Terror Brigade","","California","","Racist Skinhead ","","Yes","2013"
"Aryan Terror Brigade","","Massachusetts","","Racist Skinhead ","","Yes","2013"
"Aryan Terror Brigade","","Nevada","","Racist Skinhead ","","Yes","2013"
"Aryan Terror Brigade","","Nebraska","","Racist Skinhead ","","Yes","2013"
"Aryan Terror Brigade","","Kentucky","","Racist Skinhead ","","Yes","2013"
"Aryan Terror Brigade","","Pennsylvania","","Racist Skinhead ","","Yes","2013"
"Aryan Terror Brigade","","New York","","Racist Skinhead ","","Yes","2013"
"Aryan Wear","Keller","Texas","","White Nationalist ","","","2013"
"As-Sabiqun","Los Angeles","California","","General Hate ","","","2013"
"As-Sabiqun","Oakland","California","","General Hate ","","","2013"
"As-Sabiqun","Philadelphia","Pennsylvania","","General Hate ","","","2013"
"As-Sabiqun","Sacramento","California","","General Hate ","","","2013"
"As-Sabiqun","San Diego","California","","General Hate ","","","2013"
"As-Sabiqun","Washington DC","District of Columbia","","General Hate ","","","2013"
"Atlanta Area White Student Union","Atlanta","Georgia","","White Nationalist ","","","2013"
"Atlas Shrugs","New York","New York","","Anti-Muslim","","","2013"
"Bare Naked Islam","Marina Del Rey","California","","Anti-Muslim","","","2013"
"Barnes Review/Foundation for Economic Liberty, Inc.","Washington","District of Columbia","Barnes Review/Foundation for Economic Liberty, Inc.","Holocaust Denial","","","2013"
"Barnhardt Capital Management, Inc.","Lone Tree","Colorado","","General Hate ","","","2013"
"Battalion 14","JACKSON","Michigan","","Neo-Nazi","","","2013"
"Bergen County Hooligans","Brooklyn","New York","","Racist Skinhead ","","","2013"
"Bill Keller Ministries","St. Petersburg","Florida","","General Hate ","","","2013"
"Black Riders Liberation Party","Los Angeles","California","","","","","2013"
"Black Riders Liberation Party","Oakland","California","","","","","2013"
"Blood and Honour U.S.A","Altoona","Pennsylvania","","Racist Skinhead ","","","2013"
"Blood and Honour U.S.A","Fords","New Jersey","","Racist Skinhead ","","","2013"
"Blood and Honour U.S.A","Littleton","Colorado","","Racist Skinhead ","","","2013"
"Blood and Honour U.S.A","Richardson","Texas","","Racist Skinhead ","","","2013"
"Blood and Honour U.S.A","Salem","Ohio","","Racist Skinhead ","","","2013"
"Bob's Underground Graduate Seminar/BUGS","Columbia","South Carolina","","White Nationalist ","","","2013"
"National Coalition for Immigration Reform (formerly California Coalition for Immigration Reform)","Huntington Beach","California","","Anti-Immigrant","","","2013"
"Campaign for Radical Truth in History","Coeur D`Alene","Idaho","","Holocaust Denial","","","2013"
"carolynyeager.net","Kerrville","Texas","","Holocaust Denial","","","2013"
"Casa D'Ice Signs","North Versailles","Pennsylvania","","Anti-Muslim","","","2013"
"Castle Hill Publishers","New York","New York","","Holocaust Denial","","","2013"
"Catholic Action Resource Center","Orlando","Florida","","Radical Traditional Catholicism ","","","2013"
"Catholic Counterpoint","Broomall","Pennsylvania","","Radical Traditional Catholicism ","","","2013"
"Catholic Family and Human Rights Institute (C-FAM)","New York","New York","","Anti-LGBTQ","","","2013"
"Catholic Family and Human Rights Institute (C-FAM)","Washington","District of Columbia","","Anti-LGBTQ","","","2013"
"Catholic Family News/Catholic Family Ministries, Inc.","Niagara Falls","New York","","Radical Traditional Catholicism ","","","2013"
"Caucasian Persuasion","New York","New York","","White Nationalist ","","","2013"
"Chalcedon Foundation","Vallecito","California","","Anti-LGBTQ","","","2013"
"Chick Publications","Ontario","California","","General Hate ","","","2013"
"Christ or Chaos","West Chester","Ohio","","Radical Traditional Catholicism ","","","2013"
"Christ the King Church","Larkspur","Colorado","","Anti-LGBTQ","","","2013"
"Christian Action Network","Forest","Virginia","","Anti-Muslim","","","2013"
"Christian Anti-Defamation Commission","Vista","California","","General Hate ","","","2013"
"Christian Books and Things","Harrison","Arkansas","","General Hate ","","","2013"
"Christian Defense League","Mandeville","Louisiana","","Neo-Nazi","","","2013"
"Christian Guardians","San Francisco","California","","Anti-Muslim","","","2013"
"Christian Knights of the Ku Klux Klan","Kings Mountain","North Carolina","","Ku Klux Klan ","","","2013"
"Christian Phalange","Newton","North Carolina","","Anti-Muslim","","","2013"
"Church of Jesus Christ Christian/Aryan Nations","Bainbridge","Ohio","","Christian Identity ","","","2013"
"Church of Jesus Christ Christian/Aryan Nations","Coos Bay","Oregon","","Christian Identity ","","","2013"
"Church of Jesus Christ Christian/Aryan Nations","Johnstown","Pennsylvania","","Christian Identity ","","","2013"
"Church of the Sons of YHVH","Converse","Louisiana","","Christian Identity ","","","2013"
"Citizen Warrior","Nashville","Tennessee","","Anti-Muslim","","","2013"
"Citizens for National Security","Boca Raton","Florida","","Anti-Muslim","","","2013"
"Committee for Open Debate on the Holocaust","Drums","Pennsylvania","","Holocaust Denial","","","2013"
"Concerned American Citizens","Wildomar","California","","Anti-Muslim","","","2013"
"Concerned Citizens and Friends of Illegal Immigration Law Enforcement","Framingham","Massachusetts","","General Hate ","","","2013"
"Concerned Citizens for the First Amendment","Hemet","California","","Anti-Muslim","","","2013"
"Confederate Hammerskins","columbia","South Carolina","","Racist Skinhead ","","","2013"
"Confederate Hammerskins","Elgin","South Carolina","","Racist Skinhead ","","","2013"
"Confederate Hammerskins","Huntsville","Alabama","","Racist Skinhead ","","","2013"
"Confederate Hammerskins","Jacksonville","Florida","","Racist Skinhead ","","","2013"
"Confederate Hammerskins","Nashville","Tennessee","","Racist Skinhead ","","","2013"
"Confederate Hammerskins","Ocala","Florida","","Racist Skinhead ","","","2013"
"Confederate Hammerskins","Orlando","Florida","","Racist Skinhead ","","","2013"
"Confederate Hammerskins","Richmond","Virginia","","Racist Skinhead ","","","2013"
"Confederate Hammerskins","Tampa","Florida","","Racist Skinhead ","","","2013"
"Confederate Hammerskins","","North Carolina","","Racist Skinhead ","","Yes","2013"
"Confederate Hammerskins","","Georgia","","Racist Skinhead ","","Yes","2013"
"Confederate Patriot Voters United","Baldwyn","Mississippi","","White Nationalist ","","","2013"
"Confederate White Knights of the Ku Klux Klan","Baltimore","Maryland","","Ku Klux Klan ","","","2013"
"Conservative Citizens Foundation, Inc.","St. Louis","Missouri","","White Nationalist ","","","2013"
"Council for Social and Economic Studies","Washington, D. C.","District of Columbia","","White Nationalist ","","","2013"
"Council of Conservative Citizens","Beverly Hills","Florida","Council of Conservative Citizens","White Nationalist ","","","2013"
"Council of Conservative Citizens","Birmingham","Alabama","Council of Conservative Citizens","White Nationalist ","","","2013"
"Council of Conservative Citizens","Clemmons","North Carolina","Council of Conservative Citizens","White Nationalist ","","","2013"
"Council of Conservative Citizens","Cullman","Alabama","Council of Conservative Citizens","White Nationalist ","","","2013"
"Council of Conservative Citizens","East Georgia","Georgia","Council of Conservative Citizens","White Nationalist ","","","2013"
"Council of Conservative Citizens","Florence","Alabama","Council of Conservative Citizens","White Nationalist ","","","2013"
"Council of Conservative Citizens","Franklin","Tennessee","Council of Conservative Citizens","White Nationalist ","","","2013"
"Council of Conservative Citizens","Grandbury","Texas","Council of Conservative Citizens","White Nationalist ","","","2013"
"Council of Conservative Citizens","Jasper","Alabama","Council of Conservative Citizens","White Nationalist ","","","2013"
"Council of Conservative Citizens","Knoxville/Chattanooga","Tennessee","Council of Conservative Citizens","White Nationalist ","","","2013"
"Council of Conservative Citizens","Memphis","Tennessee","Council of Conservative Citizens","White Nationalist ","","","2013"
"Council of Conservative Citizens","Montgomery","Alabama","Council of Conservative Citizens","White Nationalist ","","","2013"
"Council of Conservative Citizens","New York","New York","Council of Conservative Citizens","White Nationalist ","","","2013"
"Council of Conservative Citizens","Parishville","New York","Council of Conservative Citizens","White Nationalist ","","","2013"
"Council of Conservative Citizens","Raleigh","North Carolina","Council of Conservative Citizens","White Nationalist ","","","2013"
"Council of Conservative Citizens","Revere","Pennsylvania","Council of Conservative Citizens","White Nationalist ","","","2013"
"Council of Conservative Citizens","San Francisco","California","Council of Conservative Citizens","White Nationalist ","","","2013"
"Council of Conservative Citizens","Shreveport","Louisiana","Council of Conservative Citizens","White Nationalist ","","","2013"
"Council of Conservative Citizens","Silver Spring","Maryland","Council of Conservative Citizens","White Nationalist ","","","2013"
"Council of Conservative Citizens","Springboro","Ohio","Council of Conservative Citizens","White Nationalist ","","","2013"
"Council of Conservative Citizens","St. Louis","Missouri","Council of Conservative Citizens","White Nationalist ","","","2013"
"Council of Conservative Citizens","St. Louis","Missouri","Council of Conservative Citizens","White Nationalist ","","","2013"
"Council of Conservative Citizens","","New Jersey","Council of Conservative Citizens","White Nationalist ","","Yes","2013"
"Council of Conservative Citizens","","Ohio","Council of Conservative Citizens","White Nationalist ","","Yes","2013"
"Counter Jihad Coalition","Santa Monica","California","","Anti-Muslim","","","2013"
"Counter-Currents Publishing","San Francisco","California","","White Nationalist ","","","2013"
"Covenant People's Ministry","Brooks","Georgia","","Christian Identity ","","","2013"
"Crescenta Valley European American Society","La Crescenta","California","","White Nationalist ","","","2013"
"Crescenta Valley European American Society and PLE","","California","","White Nationalist ","","Yes","2013"
"Crew 38","Baltimore","Maryland","","Racist Skinhead ","","","2013"
"Crew 38","Chicago","Illinois","","Racist Skinhead ","","","2013"
"Crew 38","Detroit","Michigan","","Racist Skinhead ","","","2013"
"Crew 38","Huntsville","Alabama","","Racist Skinhead ","","","2013"
"Crew 38","Lakeland","Florida","","Racist Skinhead ","","","2013"
"Crew 38","San Diego","California","","Racist Skinhead ","","","2013"
"Crew 38","Seattle","Washington","","Racist Skinhead ","","","2013"
"Crew 38","wichita","Kansas","","Racist Skinhead ","","","2013"
"Crew 38","","North Carolina","","Racist Skinhead ","","Yes","2013"
"Crew 38","","Idaho","","Racist Skinhead ","","Yes","2013"
"Crew 38","","New Hampshire","","Racist Skinhead ","","Yes","2013"
"Crew 38","","Tennessee","","Racist Skinhead ","","Yes","2013"
"Crew 38","","Mississippi","","Racist Skinhead ","","Yes","2013"
"Crew 38","","Indiana","","Racist Skinhead ","","Yes","2013"
"Crusader Knights of the Ku Klux Klan","Dekalb","Texas","","Ku Klux Klan ","","","2013"
"Cultural Studies Press","New York","New York","","General Hate ","","","2013"
"Culture Wars/Fidelity Press","South Bend","Indiana","","Radical Traditional Catholicism ","","","2013"
"DefendStudents.org","Vista","California","","General Hate ","","","2013"
"Desastrious Records","Springtown","Texas","","Hate Music ","","","2013"
"Die Auserwahlten","Pleasanton","Nebraska","","Racist Skinhead ","","","2013"
"Die Auserwahlten","Pride","Louisiana","","Racist Skinhead ","","","2013"
"Die Auserwahlten","Salt Lake City","Utah","","Racist Skinhead ","","","2013"
"Die Auserwahlten","Spartanburg","South Carolina","","Racist Skinhead ","","","2013"
"Die Auserwahlten","","Florida","","Racist Skinhead ","","Yes","2013"
"Die Auserwahlten","","Colorado","","Racist Skinhead ","","Yes","2013"
"Die Auserwahlten","","Texas","","Racist Skinhead ","","Yes","2013"
"Die Auserwahlten","","Pennsylvania","","Racist Skinhead ","","Yes","2013"
"Die Auserwahlten","","California","","Racist Skinhead ","","Yes","2013"
"Dixie Rangers Knights of the KKK","Walker","Louisiana","","Ku Klux Klan ","","","2013"
"Dixie Republic","Travelers Rest","South Carolina","","Neo-Confederate","","","2013"
"Dove World Outreach Center","Bradenton","Florida","","General Hate ","","","2013"
"East Coast Knights of the True Invisible Empire","Girardville","Pennsylvania","","Ku Klux Klan ","","","2013"
"Eastern Hammerskins","Allentown","Pennsylvania","","Racist Skinhead ","","","2013"
"Eastern Hammerskins","Baltimore","Maryland","","Racist Skinhead ","","","2013"
"Ecclesiastical Council for the Restoration of Covenant Israel (ECRCI)","Chicago","Illinois","","Christian Identity ","","","2013"
"Escaping Islam","Wildomar","California","","Anti-Muslim","","","2013"
"European American Action Coalition","Pittston","Pennsylvania","","White Nationalist ","","","2013"
"European-American Evangelistic Crusades","Carmichael","California","","General Hate ","","","2013"
"European-American Unity and Rights Organization","Cleveland","Ohio","","White Nationalist ","","","2013"
"European-American Unity and Rights Organization","Columbia","South Carolina","","White Nationalist ","","","2013"
"European-American unity and Rights Organization","Columbus","Georgia","","White Nationalist ","","","2013"
"European-American Unity and Rights Organization","Dallas/Fort Worth","Texas","","White Nationalist ","","","2013"
"European-American Unity and Rights Organization","Jacksonville","Florida","","White Nationalist ","","","2013"
"European-American Unity and Rights Organization","Mandeville","Louisiana","","White Nationalist ","","","2013"
"European-American Unity and Rights Organization","Richmond","Virginia","","White Nationalist ","","","2013"
"European-American Unity and Rights Organization","Ripley","Mississippi","","White Nationalist ","","","2013"
"European-American Unity and Rights Organization","Savannah","Georgia","","White Nationalist ","","","2013"
"European-American Unity and Rights Organization","Thibodaux","Louisiana","","White Nationalist ","","","2013"
"European-American Unity and Rights Organization","Tulsa","Oklahoma","","White Nationalist ","","","2013"
"European-American Unity and Rights Organization","Woodruff","South Carolina","","White Nationalist ","","","2013"
"Faith and Heritage","SE","Texas","","White Nationalist ","","","2013"
"Faith Baptist Church and Ministry","Houston","Missouri","","Christian Identity ","","","2013"
"Faith Freedom","Bellevue","Washington","","Anti-Muslim","","","2013"
"Faithful Word Baptist Church","Tempe","Arizona","","Anti-LGBTQ","","","2013"
"Family Home Northwest","Payette","Idaho","","White Nationalist ","","","2013"
"Family Research Council","Washington","District of Columbia","Family Research Council","Anti-LGBTQ","","","2013"
"Family Research Institute","Colorado Springs","Colorado","","Anti-LGBTQ","","","2013"
"Family Watch International","Gilbert","Arizona","Family Watch International","Anti-LGBTQ","","","2013"
"Federation for American Immigration Reform","Washington, D.C.","District of Columbia","Federation for American Immigration Reform","Anti-Immigrant","","","2013"
"Fellowship of God's Covenant People","Union","Kentucky","","Christian Identity ","","","2013"
"First Century Christian Ministries","The Woodlands","Texas","","Christian Identity ","","","2013"
"Florida Family Association","Tampa","Florida","","Anti-Muslim","","","2013"
"Fort Christmas Knights Ku Klux Klan","Christmas","Florida","","Ku Klux Klan ","","","2013"
"Fraternal White Knights of the KKK","Amelia","Ohio","","Ku Klux Klan ","","","2013"
"Fraternal White Knights of the KKK","Lucedale","Mississippi","","Ku Klux Klan ","","","2013"
"Fraternal White Knights of the KKK","Plattsburgh","New York","","Ku Klux Klan ","","","2013"
"Fraternal White Knights of the KKK","Slaughter","Louisiana","","Ku Klux Klan ","","","2013"
"Fraternal White Knights of the KKK","Woodbury","Tennessee","","Ku Klux Klan ","","","2013"
"Fraternal White Knights of the KKK","","Iowa","","Ku Klux Klan ","","Yes","2013"
"Fraternal White Knights of the KKK","","Illinois","","Ku Klux Klan ","","Yes","2013"
"Fraternal White Knights of the KKK","","Alabama","","Ku Klux Klan ","","Yes","2013"
"Fraternal White Knights of the KKK","","Missouri","","Ku Klux Klan ","","Yes","2013"
"Fraternal White Knights of the KKK","","Florida","","Ku Klux Klan ","","Yes","2013"
"Fraternal White Knights of the KKK","","Georgia","","Ku Klux Klan ","","Yes","2013"
"Free America Rally","","Washington","","White Nationalist ","","Yes","2013"
"Free America Rally","","California","","White Nationalist ","","Yes","2013"
"Free America Rally","","Pennsylvania","","White Nationalist ","","Yes","2013"
"Free America Rally","","Tennessee","","White Nationalist ","","Yes","2013"
"Free America Rally","","Oregon","","White Nationalist ","","Yes","2013"
"Free America Rally","","Massachusetts","","White Nationalist ","","Yes","2013"
"Free America Rally","","West Virginia","","White Nationalist ","","Yes","2013"
"Free American","Tucson","Arizona","","White Nationalist ","","","2013"
"Free Edgar Steele","Sagle","Idaho","","White Nationalist ","","","2013"
"Freedom Defense Initiative (FDI)","New York","New York","","Anti-Muslim","","","2013"
"Fundamentalist Latter Day Saints","Colorado City","Arizona","Fundamentalist Church of Jesus Christ of Latter-Day Saints","General Hate ","","","2013"
"Fundamentalist Latter Day Saints","Hildale","Utah","Fundamentalist Church of Jesus Christ of Latter-Day Saints","General Hate ","","","2013"
"Gallows Tree Wotansvolk Alliance","Grand Rapids","Michigan","","Neo-Völkisch","","","2013"
"Gallows Tree Wotansvolk Alliance","","Wisconsin","","Neo-Völkisch","","Yes","2013"
"Gallows Tree Wotansvolk Alliance","","Rhode Island","","Neo-Völkisch","","Yes","2013"
"Gallows Tree Wotansvolk Alliance","","Indiana","","Neo-Völkisch","","Yes","2013"
"Geauga Constitutional Council","Mayfield Heights","Ohio","","General Hate ","","","2013"
"Generations With Vision","Elizabeth","Colorado","","Anti-LGBTQ","","","2013"
"Georgia Militia","Camden County","Georgia","","General Hate ","","","2013"
"Georgia Militia","","Georgia","","General Hate ","","Yes","2013"
"Georgia Militia","","Georgia","","General Hate ","","Yes","2013"
"Georgia Militia","","Georgia","","General Hate ","","Yes","2013"
"Georgia Militia","","Georgia","","General Hate ","","Yes","2013"
"Georgia Militia","","Georgia","","General Hate ","","Yes","2013"
"Georgia Militia","","Georgia","","General Hate ","","Yes","2013"
"Georgia Militia","","Georgia","","General Hate ","","Yes","2013"
"Georgia Militia","","Georgia","","General Hate ","","Yes","2013"
"Georgia Militia","","Georgia","","General Hate ","","Yes","2013"
"Georgia Militia","","Georgia","","General Hate ","","Yes","2013"
"Georgia Militia","","Georgia","","General Hate ","","Yes","2013"
"Get Some 88","Castaic","California","","Hate Music ","","","2013"
"Gold is Money","Lone Tree","Colorado","","Anti-Muslim","","","2013"
"Golden Dawn","Astoria","New York","","Neo-Nazi","","","2013"
"Golden Dawn","Los Angeles","California","","Neo-Nazi","","","2013"
"Golden State Solidarity","Oakland","California","","Racist Skinhead ","","","2013"
"H.L. Mencken Club","Elizabethtown","Pennsylvania","","White Nationalist ","","","2013"
"Hated and Proud Skins","Summit","Illinois","","Racist Skinhead ","","","2013"
"Heathens Motorcycle Club","Rome","Georgia","","Neo-Nazi","","","2013"
"Help Rescue Our Children","Monsey","New York","","Anti-LGBTQ","","","2013"
"Heritage and Destiny","Falls Church","Virginia","","White Nationalist ","","","2013"
"Heritage Connection","Harrison","Arkansas","","Hate Music ","","","2013"
"Heterosexuals Organized for a Moral Environment (H.O.M.E.)","Downers Grove","Illinois","","Anti-LGBTQ","","","2013"
"Holy Nation of Odin","Kingsburg","California","","General Hate ","","","2013"
"Holy Order Ministry","De Kalb","Texas","","Christian Identity ","","","2013"
"Identity Nation","Cookeville","Tennessee","","Christian Identity ","","","2013"
"Identity Nation","Evansville","Indiana","","Christian Identity ","","","2013"
"Identity Nation","Franklin","Indiana","","Christian Identity ","","","2013"
"Identity Nation","Indianapolis","Indiana","","Christian Identity ","","","2013"
"Identity Nation","Knoxville","Tennessee","","Christian Identity ","","","2013"
"Identity Nation","Kokomo","Indiana","","Christian Identity ","","","2013"
"Identity Nation","Martinsville","Indiana","","Christian Identity ","","","2013"
"Identity Nation","Nashville","Tennessee","","Christian Identity ","","","2013"
"Identity Nation","Rochester","Indiana","","Christian Identity ","","","2013"
"Identity Nation","Shelbyville","Indiana","","Christian Identity ","","","2013"
"IHM Media","Richmond","New Hampshire","","Radical Traditional Catholicism ","","","2013"
"IHS Press","Norfolk","Virginia","","Radical Traditional Catholicism ","","","2013"
"Illinois Family Institute","Carol Stream","Illinois","","Anti-LGBTQ","","","2013"
"In the Spirit of Chartres Committee","Carrolton","Virginia","","Radical Traditional Catholicism ","","","2013"
"Inconvenient History","San Ysidro","California","","Holocaust Denial","","","2013"
"Insight USA","Longwood","Florida","","General Hate ","","","2013"
"Institute for Historical Review","Fountain Valley","California","Institute for Historical Review","Holocaust Denial","","","2013"
"Institute for Historical Review Store","Newport Beach","California","","Holocaust Denial","","","2013"
"International Keystone Knights of the KKK","Pinson","Alabama","","Ku Klux Klan ","","","2013"
"International Keystone Knights of the KKK","Blairsville","Georgia","","Ku Klux Klan ","","","2013"
"International Keystone Knights of the KKK","Cleveland","Ohio","","Ku Klux Klan ","","","2013"
"International Keystone Knights of the KKK","Elwood","Indiana","","Ku Klux Klan ","","","2013"
"International Keystone Knights of the KKK","Young Harris","Georgia","","Ku Klux Klan ","","","2013"
"International Keystone Knights of the KKK","Vanndale","Arkansas","","Ku Klux Klan ","","","2013"
"Invictus Books","Wentzville","Missouri","","General Hate ","","","2013"
"Invisible Knights of the Fiery Cross","Gladwin","Michigan","","Ku Klux Klan ","","","2013"
"Irving Books","Key West","Florida","","Holocaust Denial","","","2013"
"ISD Records","Lancaster","Ohio","","Hate Music ","","","2013"
"Islam: Making a True Difference in the World -- One Body at a Time","Marietta","Georgia","","Anti-Muslim","","","2013"
