"Title","City","State","Group","Ideology","Headquarters","Statewide","Year"
"Aryan Nations Youth Action Corps","","Minnesota","","Neo-Nazi","","Yes","2005"
"Aryan Nations Youth Action Corps","","Illinois","","Neo-Nazi","","Yes","2005"
"Aryan Raiders","Alexander City","Alabama","","Neo-Nazi","","","2005"
"Aryan Wear","Keller","Texas","","White Nationalist ","","","2005"
"Atlanta Committee for Historical Review","Atlanta","Georgia","","General Hate ","","","2005"
"Barnes Review/Foundation for Economic Liberty Inc","Washington","District of Columbia","","Holocaust Denial","","","2005"
"Bayou Knights of the KKK","Denham Springs","Louisiana","","Ku Klux Klan ","","","2005"
"Bayou Knights of the KKK","East Camden","Arkansas","","Ku Klux Klan ","","","2005"
"Bayou Knights of the KKK","Homer","Louisiana","","Ku Klux Klan ","","","2005"
"Bayou Knights of the KKK","Homer","Louisiana","","Ku Klux Klan ","","","2005"
"Bayou Knights of the KKK","Kiln","Mississippi","","Ku Klux Klan ","","","2005"
"Bayou Knights of the KKK","Mansfield","Louisiana","","Ku Klux Klan ","","","2005"
"Bayou Knights of the KKK","Midlothian","Texas","","Ku Klux Klan ","","","2005"
"Bayou Knights of the KKK","Richton","Mississippi","","Ku Klux Klan ","","","2005"
"Bayou Knights of the KKK","Shawnee","Oklahoma","","Ku Klux Klan ","","","2005"
"Bayou Knights of the KKK","Smackover","Arkansas","","Ku Klux Klan ","","","2005"
"Bayou Knights of the KKK","St. Amant","Louisiana","","Ku Klux Klan ","","","2005"
"Bayou Knights of the KKK","","Tennessee","","Ku Klux Klan ","","Yes","2005"
"Bergen County Hooligans","Garfield","New Jersey","","Racist Skinhead ","","","2005"
"Bergen County Hooligans","Wallington","New Jersey","","Racist Skinhead ","","","2005"
"Blood and Honour","Richardson","Texas","","Racist Skinhead ","","","2005"
"Blood and Honour","Salem","Ohio","","Racist Skinhead ","","","2005"
"Brotherhood of Klans Knights of the KKK","Atoka","Oklahoma","","Ku Klux Klan ","","","2005"
"Brotherhood of Klans Knights of the KKK","Beardstown","Illinois","","Ku Klux Klan ","","","2005"
"Brotherhood of Klans Knights of the KKK","Berwyn","Illinois","","Ku Klux Klan ","","","2005"
"Brotherhood of Klans Knights of the KKK","Cement","Oklahoma","","Ku Klux Klan ","","","2005"
"Brotherhood of Klans Knights of the KKK","Coalgate","Oklahoma","","Ku Klux Klan ","","","2005"
"Brotherhood of Klans Knights of the KKK","Crescent City","California","","Ku Klux Klan ","","","2005"
"Brotherhood of Klans Knights of the KKK","Decaturville","Tennessee","","Ku Klux Klan ","","","2005"
"Brotherhood of Klans Knights of the KKK","Dunlap","Tennessee","","Ku Klux Klan ","","","2005"
"Brotherhood of Klans Knights of the KKK","Elizabethtown","North Carolina","","Ku Klux Klan ","","","2005"
"Brotherhood of Klans Knights of the KKK","Garden Grove","California","","Ku Klux Klan ","","","2005"
"Brotherhood of Klans Knights of the KKK","Hinton","Oklahoma","","Ku Klux Klan ","","","2005"
"Brotherhood of Klans Knights of the KKK","Hurley","Wisconsin","","Ku Klux Klan ","","","2005"
"Brotherhood of Klans Knights of the KKK","Ironwood","Michigan","","Ku Klux Klan ","","","2005"
"Brotherhood of Klans Knights of the KKK","La Fayette","Georgia","","Ku Klux Klan ","","","2005"
"Brotherhood of Klans Knights of the KKK","Lake Jackson","Texas","","Ku Klux Klan ","","","2005"
"Brotherhood of Klans Knights of the KKK","Marion","Ohio","","Ku Klux Klan ","","","2005"
"Brotherhood of Klans Knights of the KKK","Moyers","Oklahoma","","Ku Klux Klan ","","","2005"
"Brotherhood of Klans Knights of the KKK","Omaha","Nebraska","","Ku Klux Klan ","","","2005"
"Brotherhood of Klans Knights of the KKK","Prospect Heights","Illinois","","Ku Klux Klan ","","","2005"
"Brotherhood of Klans Knights of the KKK","San Luis Obispo","California","","Ku Klux Klan ","","","2005"
"Brotherhood of Klans Knights of the KKK","Santa Ana","California","","Ku Klux Klan ","","","2005"
"Brotherhood of Klans Knights of the KKK","Soledad","California","","Ku Klux Klan ","","","2005"
"Brotherhood of Klans Knights of the KKK","Troy","Illinois","","Ku Klux Klan ","","","2005"
"Brotherhood of the Chosen","Woodstock","Georgia","","Racist Skinhead ","","","2005"
"By Yahweh's Design","Stevensville","Michigan","","Christian Identity ","","","2005"
"National Coalition for Immigration Reform (formerly California Coalition for Immigration Reform)","Huntingdon Beach","California","","Anti-Immigrant","","","2005"
"Canyon State Skins","","Arizona","","Racist Skinhead ","","Yes","2005"
"Center for Perpetual Diversity","Gaithersburg","Maryland","","White Nationalist ","","","2005"
"Center for Perpetual Diversity","Washington","District of Columbia","","White Nationalist ","","","2005"
"Chalcedon Foundation","Vallecito","California","","Anti-LGBTQ","","","2005"
"Charles Darwin Research Institute","Port Huron","Michigan","","White Nationalist ","","","2005"
"Christian Defense League","Arabi","Louisiana","","Neo-Nazi","","","2005"
"Christian Research","Eureka Springs","Arkansas","","Christian Identity ","","","2005"
"Christian Separatist Church Society","Kodak","Tennessee","","Christian Identity ","","","2005"
"Church of Jesus Christ Christian/Aryan Nations","Bergman","Arkansas","","Christian Identity ","","","2005"
"Church of the Sons of YHVH","Calhoun","Louisiana","","Christian Identity ","","","2005"
"Church of True Israel","Noxon","Montana","","Christian Identity ","","","2005"
"Cleveland Knights of the KKK","Jonesborough","Tennessee","","Ku Klux Klan ","","","2005"
"Cleveland Knights of the KKK","Lawndale","North Carolina","","Ku Klux Klan ","","","2005"
"Cleveland Knights of the KKK","Mount Holly","North Carolina","","Ku Klux Klan ","","","2005"
"Condemned Records","San Jose","California","","Hate Music ","","","2005"
"Confederate Hammerskins","Jacksonville","Florida","","Racist Skinhead ","","","2005"
"Confederate Hammerskins","Knoxville","Tennessee","","Racist Skinhead ","","","2005"
"Confederate Knights of the KKK","Henderson","North Carolina","","Ku Klux Klan ","","","2005"
"Confederate White Knights of the Ku Klux Klan","Richmond","Virginia","","Ku Klux Klan ","","","2005"
"Confederation of Racial Working Class Skinheads","Ventura","California","","Racist Skinhead ","","","2005"
"Connecticut White Wolves","Stratford","Connecticut","","Racist Skinhead ","","","2005"
"Conservative Citizens Foundation, Inc.","St Louis","Missouri","","White Nationalist ","","","2005"
"Council of Conservative Citizens","Allison Park","Pennsylvania","Council of Conservative Citizens","White Nationalist ","","","2005"
"Council of Conservative Citizens","Ashburn","Virginia","Council of Conservative Citizens","White Nationalist ","","","2005"
"Council of Conservative Citizens","Atlanta","Georgia","Council of Conservative Citizens","White Nationalist ","","","2005"
"Council of Conservative Citizens","Baton Rouge","Louisiana","Council of Conservative Citizens","White Nationalist ","","","2005"
"Council of Conservative Citizens","Brimingham","Alabama","Council of Conservative Citizens","White Nationalist ","","","2005"
"Council of Conservative Citizens","Byram","Mississippi","Council of Conservative Citizens","White Nationalist ","","","2005"
"Council of Conservative Citizens","Caledonia","Michigan","Council of Conservative Citizens","White Nationalist ","","","2005"
"Council of Conservative Citizens","Calhoun City","Mississippi","Council of Conservative Citizens","White Nationalist ","","","2005"
"Council of Conservative Citizens","Charleston","South Carolina","Council of Conservative Citizens","White Nationalist ","","","2005"
"Council of Conservative Citizens","Chattanooga","Tennessee","Council of Conservative Citizens","White Nationalist ","","","2005"
"Council of Conservative Citizens","Chicago","Illinois","Council of Conservative Citizens","White Nationalist ","","","2005"
"Council of Conservative Citizens","Clemmons","North Carolina","Council of Conservative Citizens","White Nationalist ","","","2005"
"Council of Conservative Citizens","Cleveland","Tennessee","Council of Conservative Citizens","White Nationalist ","","","2005"
"Council of Conservative Citizens","Cullman","Alabama","Council of Conservative Citizens","White Nationalist ","","","2005"
"Council of Conservative Citizens","Falls Church","Virginia","Council of Conservative Citizens","White Nationalist ","","","2005"
"Council of Conservative Citizens","Fort Lee","New Jersey","Council of Conservative Citizens","White Nationalist ","","","2005"
"Council of Conservative Citizens","Franklin","Tennessee","Council of Conservative Citizens","White Nationalist ","","","2005"
"Council of Conservative Citizens","Granite City","Illinois","Council of Conservative Citizens","White Nationalist ","","","2005"
"Council of Conservative Citizens","Greenwood","Mississippi","Council of Conservative Citizens","White Nationalist ","","","2005"
"Council of Conservative Citizens","Grenada County","Mississippi","Council of Conservative Citizens","White Nationalist ","","","2005"
"Council of Conservative Citizens","Grove City","Ohio","Council of Conservative Citizens","White Nationalist ","","","2005"
"Council of Conservative Citizens","Huntsville","Alabama","Council of Conservative Citizens","White Nationalist ","","","2005"
"Council of Conservative Citizens","Iron County","Missouri","Council of Conservative Citizens","White Nationalist ","","","2005"
"Council of Conservative Citizens","Jackson","Mississippi","Council of Conservative Citizens","White Nationalist ","","","2005"
"Council of Conservative Citizens","Jacksonville","Florida","Council of Conservative Citizens","White Nationalist ","","","2005"
"Council of Conservative Citizens","Jasper","Alabama","Council of Conservative Citizens","White Nationalist ","","","2005"
"Council of Conservative Citizens","Knoxville","Tennessee","Council of Conservative Citizens","White Nationalist ","","","2005"
"Council of Conservative Citizens","Leflore County","Mississippi","Council of Conservative Citizens","White Nationalist ","","","2005"
"Council of Conservative Citizens","Little Rock","Arkansas","Council of Conservative Citizens","White Nationalist ","","","2005"
"Council of Conservative Citizens","Madison","Wisconsin","Council of Conservative Citizens","White Nationalist ","","","2005"
"Council of Conservative Citizens","Martinsville","Indiana","Council of Conservative Citizens","White Nationalist ","","","2005"
"Council of Conservative Citizens","Mathison","Mississippi","Council of Conservative Citizens","White Nationalist ","","","2005"
"Council of Conservative Citizens","Memphis","Tennessee","Council of Conservative Citizens","White Nationalist ","","","2005"
"Council of Conservative Citizens","Mississippi Valley Region","Missouri","Council of Conservative Citizens","White Nationalist ","","","2005"
"Council of Conservative Citizens","Mobile","Alabama","Council of Conservative Citizens","White Nationalist ","","","2005"
"Council of Conservative Citizens","Montgomery","Alabama","Council of Conservative Citizens","White Nationalist ","","","2005"
"Council of Conservative Citizens","New Orleans","Louisiana","Council of Conservative Citizens","White Nationalist ","","","2005"
"Council of Conservative Citizens","New York","New York","Council of Conservative Citizens","White Nationalist ","","","2005"
"Council of Conservative Citizens","Norcross","Georgia","Council of Conservative Citizens","White Nationalist ","","","2005"
"Council of Conservative Citizens","Parishville","New York","Council of Conservative Citizens","White Nationalist ","","","2005"
"Council of Conservative Citizens","Raleigh","North Carolina","Council of Conservative Citizens","White Nationalist ","","","2005"
"Council of Conservative Citizens","Revere","Pennsylvania","Council of Conservative Citizens","White Nationalist ","","","2005"
"Council of Conservative Citizens","Saluda","South Carolina","Council of Conservative Citizens","White Nationalist ","","","2005"
"Council of Conservative Citizens","Southern Illinois","Illinois","Council of Conservative Citizens","White Nationalist ","","","2005"
"Council of Conservative Citizens","St Louis","Missouri","Council of Conservative Citizens","White Nationalist ","","","2005"
"Council of Conservative Citizens","St Louis","Missouri","Council of Conservative Citizens","White Nationalist ","","","2005"
"Council of Conservative Citizens","Summersville","South Carolina","Council of Conservative Citizens","White Nationalist ","","","2005"
"Council of Conservative Citizens","Vaiden","Mississippi","Council of Conservative Citizens","White Nationalist ","","","2005"
"Council of Conservative Citizens","West Columbia","South Carolina","Council of Conservative Citizens","White Nationalist ","","","2005"
"Covenant Church of Yahweh","Pipestone","Minnesota","","Christian Identity ","","","2005"
"Creativity Movement","Austin","Texas","Creativity Movement","Neo-Nazi","","","2005"
"Creativity Movement","Bloomington","Illinois","Creativity Movement","Neo-Nazi","","","2005"
"Creativity Movement","Burke","Virginia","Creativity Movement","Neo-Nazi","","","2005"
"Creativity Movement","Clearwater","Florida","Creativity Movement","Neo-Nazi","","","2005"
"Creativity Movement","Coeur D'Alene","Idaho","Creativity Movement","Neo-Nazi","","","2005"
"Creativity Movement","Joliet","Illinois","Creativity Movement","Neo-Nazi","","","2005"
"Creativity Movement","Lakewood","Oklahoma","Creativity Movement","Neo-Nazi","","","2005"
"Creativity Movement","Matinicus Island","Maine","Creativity Movement","Neo-Nazi","","","2005"
"Creativity Movement","Milwaukee","Wisconsin","Creativity Movement","Neo-Nazi","","","2005"
"Creativity Movement","Peabody","Massachusetts","Creativity Movement","Neo-Nazi","","","2005"
"Creativity Movement","Petosky","Michigan","Creativity Movement","Neo-Nazi","","","2005"
"Creativity Movement","Pittsburgh","Pennsylvania","Creativity Movement","Neo-Nazi","","","2005"
"Creativity Movement","Raymond","Mississippi","Creativity Movement","Neo-Nazi","","","2005"
"Creativity Movement","Springfield","Missouri","Creativity Movement","Neo-Nazi","","","2005"
"Creativity Movement","Sterling","Massachusetts","Creativity Movement","Neo-Nazi","","","2005"
"Creativity Movement","Vancouver","Washington","Creativity Movement","Neo-Nazi","","","2005"
"Diehard Records","Chesapeake","Ohio","","Hate Music ","","","2005"
"Eastern Front Skinheads","New York","New York","","Racist Skinhead ","","","2005"
"Eastern Hammerskins","Brick","New Jersey","","Racist Skinhead ","","","2005"
"Eastern Hammerskins","Toms River","New Jersey","","Racist Skinhead ","","","2005"
"Empire Knights of the KKK","Auburn","Indiana","","Ku Klux Klan ","","","2005"
"Empire Knights of the KKK","Boston","Massachusetts","","Ku Klux Klan ","","","2005"
"Empire Knights of the KKK","Daytona","Florida","","Ku Klux Klan ","","","2005"
"Empire Knights of the KKK","Gainesville","Florida","","Ku Klux Klan ","","","2005"
"Empire Knights of the KKK","Gibbsboro","New Jersey","","Ku Klux Klan ","","","2005"
"Empire Knights of the KKK","Gilbert","South Carolina","","Ku Klux Klan ","","","2005"
"Empire Knights of the KKK","Homosassa Springs","Florida","","Ku Klux Klan ","","","2005"
"Empire Knights of the KKK","Lucedale","Mississippi","","Ku Klux Klan ","","","2005"
"Empire Knights of the KKK","Murfreesboro","Tennessee","","Ku Klux Klan ","","","2005"
"Empire Knights of the KKK","Ocala","Florida","","Ku Klux Klan ","","","2005"
"Empire Knights of the KKK","Readyville","Tennessee","","Ku Klux Klan ","","","2005"
"Empire Knights of the KKK","Saint Thomas","Pennsylvania","","Ku Klux Klan ","","","2005"
"Empire Knights of the KKK","Tampa","Florida","","Ku Klux Klan ","","","2005"
"Empire Knights of the KKK","Wooster","Ohio","","Ku Klux Klan ","","","2005"
"Empire Knights of the KKK","","Oregon","","Ku Klux Klan ","","Yes","2005"
"Empire Knights of the KKK","","Michigan","","Ku Klux Klan ","","Yes","2005"
"Empire Knights of the KKK","","Arkansas","","Ku Klux Klan ","","Yes","2005"
"Empire Knights of the KKK","","Washington","","Ku Klux Klan ","","Yes","2005"
"European American Culture Council","Sacramento","California","","General Hate ","","","2005"
"European American Heritage Foundation","Bunnell","Florida","","White Nationalist ","","","2005"
"European-American Unity and Rights Organization","Charleston County","South Carolina","","White Nationalist ","","","2005"
"European-American Unity and Rights Organization","Cleveland","Ohio","","White Nationalist ","","","2005"
"European-American Unity and Rights Organization","Coeur D'Alene","Idaho","","White Nationalist ","","","2005"
"European-American Unity and Rights Organization","Columbia","South Carolina","","White Nationalist ","","","2005"
"European-American Unity and Rights Organization","Columbus","Georgia","","White Nationalist ","","","2005"
"European-American Unity and Rights Organization","Irving","Texas","","White Nationalist ","","","2005"
"European-American Unity and Rights Organization","Jacksonville","Florida","","White Nationalist ","","","2005"
"European-American Unity and Rights Organization","Mandeville","Louisiana","","White Nationalist ","","","2005"
"European-American Unity and Rights Organization","Richmond","Virginia","","White Nationalist ","","","2005"
"European-American Unity and Rights Organization","Ripley","Mississippi","","White Nationalist ","","","2005"
"European-American Unity and Rights Organization","Shreveport","Louisiana","","White Nationalist ","","","2005"
"European-American Unity and Rights Organization","Southaven","Mississippi","","White Nationalist ","","","2005"
"European-American Unity and Rights Organization","Thibodaux","Louisiana","","White Nationalist ","","","2005"
"European-American Unity and Rights Organization","Tulsa","Oklahoma","","White Nationalist ","","","2005"
"European-American Unity and Rights Organization","Woodruff","South Carolina","","White Nationalist ","","","2005"
"Faith Baptist Church and Ministry","Houston","Missouri","","Christian Identity ","","","2005"
"Family Research Institute","Colorado Springs","Colorado","","Anti-LGBTQ","","","2005"
"Fellowship of God's Covenant People","Burlington","Kentucky","","Christian Identity ","","","2005"
"Final Stand Records","Newark","Delaware","","Hate Music ","","","2005"
"Fraternal White Knights of the KKK","Charles City","Iowa","","Ku Klux Klan ","","","2005"
"Free Knights of the KKK","Buchanan","Georgia","","Ku Klux Klan ","","","2005"
"Free Knights of the KKK","Hiram","Georgia","","Ku Klux Klan ","","","2005"
"Free Knights of the KKK","Madison","North Carolina","","Ku Klux Klan ","","","2005"
"Free Knights of the KKK","","New York","","Ku Klux Klan ","","Yes","2005"
"Free Your Mind Productions","Valdosta","Georgia","","Hate Music ","","","2005"
"Fundamentalist Latter Day Saints","Colorado City","Arizona","Fundamentalist Church of Jesus Christ of Latter-Day Saints","General Hate ","","","2005"
"Fundamentalist Latter Day Saints","Eldorado","Texas","Fundamentalist Church of Jesus Christ of Latter-Day Saints","General Hate ","","","2005"
"Fundamentalist Latter Day Saints","Hildale","Utah","Fundamentalist Church of Jesus Christ of Latter-Day Saints","General Hate ","","","2005"
"Fundamentalist Latter Day Saints","Mancos","Colorado","Fundamentalist Church of Jesus Christ of Latter-Day Saints","General Hate ","","","2005"
"German American Nationalist PAC","Pensacola","Florida","","Neo-Nazi","","","2005"
"Golden State Skinheads","San Luis Obispo","California","","Racist Skinhead ","","","2005"
"Gospel Broadcasting Association","Houston","Texas","","Christian Identity ","","","2005"
"Gospel Ministries","Boise","Idaho","","Christian Identity ","","","2005"
"Great Tennessee Knights of the KKK","Telford","Tennessee","","Ku Klux Klan ","","","2005"
"Heritage and Destiny","Ashburn","Virginia","","White Nationalist ","","","2005"
"Hoosier State Skinheads","","Indiana","","Racist Skinhead ","","Yes","2005"
"House of Yahweh","New Tazewell","Tennessee","","Christian Identity ","","","2005"
"Hypatia Publishing","Vancouver","Washington","","White Nationalist ","","","2005"
"Hypatia Publishing","","New Jersey","","White Nationalist ","","Yes","2005"
"Imperial Klans of America Knights of the KKK","Amelia","Ohio","","Ku Klux Klan ","","","2005"
"Imperial Klans of America Knights of the KKK","Austin","Texas","","Ku Klux Klan ","","","2005"
"Imperial Klans of America Knights of the KKK","Boothwyn","Pennsylvania","","Ku Klux Klan ","","","2005"
"Imperial Klans of America Knights of the KKK","Brandenburg","Kentucky","","Ku Klux Klan ","","","2005"
"Imperial Klans of America Knights of the KKK","Brooks","Kentucky","","Ku Klux Klan ","","","2005"
"Imperial Klans of America Knights of the KKK","Center Point","Indiana","","Ku Klux Klan ","","","2005"
"Imperial Klans of America Knights of the KKK","Cincinnati","Ohio","","Ku Klux Klan ","","","2005"
"Imperial Klans of America Knights of the KKK","Citrus Heights","California","","Ku Klux Klan ","","","2005"
"Imperial Klans of America Knights of the KKK","Danville","Virginia","","Ku Klux Klan ","","","2005"
"Imperial Klans of America Knights of the KKK","Dawson Springs","Kentucky","","Ku Klux Klan ","","","2005"
"Imperial Klans of America Knights of the KKK","Desoto","Texas","","Ku Klux Klan ","","","2005"
"Imperial Klans of America Knights of the KKK","Gainesville","Florida","","Ku Klux Klan ","","","2005"
"Imperial Klans of America Knights of the KKK","Harrisonburg","Virginia","","Ku Klux Klan ","","","2005"
"Imperial Klans of America Knights of the KKK","Houston","Texas","","Ku Klux Klan ","","","2005"
"Imperial Klans of America Knights of the KKK","Lawton","Oklahoma","","Ku Klux Klan ","","","2005"
"Imperial Klans of America Knights of the KKK","Lefors","Texas","","Ku Klux Klan ","","","2005"
"Imperial Klans of America Knights of the KKK","Louisville","Kentucky","","Ku Klux Klan ","","","2005"
"Imperial Klans of America Knights of the KKK","Mapaville","Missouri","","Ku Klux Klan ","","","2005"
"Imperial Klans of America Knights of the KKK","Mesa","Arizona","","Ku Klux Klan ","","","2005"
"Imperial Klans of America Knights of the KKK","Mountain City","Tennessee","","Ku Klux Klan ","","","2005"
"Imperial Klans of America Knights of the KKK","Newport Beach","California","","Ku Klux Klan ","","","2005"
"Imperial Klans of America Knights of the KKK","Newport News","Virginia","","Ku Klux Klan ","","","2005"
"Imperial Klans of America Knights of the KKK","Richmond","Virginia","","Ku Klux Klan ","","","2005"
"Imperial Klans of America Knights of the KKK","Shepardsville","Kentucky","","Ku Klux Klan ","","","2005"
"Imperial Klans of America Knights of the KKK","Springfield","Illinois","","Ku Klux Klan ","","","2005"
"Imperial Klans of America Knights of the KKK","St. Marys","Ohio","","Ku Klux Klan ","","","2005"
"Imperial Klans of America Knights of the KKK","Washington","District of Columbia","","Ku Klux Klan ","","","2005"
"Imperial Klans of America Knights of the KKK","","Alabama","","Ku Klux Klan ","","Yes","2005"
"Imperial Klans of America Knights of the KKK","","New York","","Ku Klux Klan ","","Yes","2005"
"Imperial Klans of America Knights of the KKK","","West Virginia","","Ku Klux Klan ","","Yes","2005"
"Imperial Klans of America Knights of the KKK","","Maryland","","Ku Klux Klan ","","Yes","2005"
"Imperial Klans of America Knights of the KKK","","Louisiana","","Ku Klux Klan ","","Yes","2005"
"Imperial Klans of America Knights of the KKK","","Kansas","","Ku Klux Klan ","","Yes","2005"
"Imperial Klans of America Knights of the KKK","","Iowa","","Ku Klux Klan ","","Yes","2005"
"Imperial Klans of America Knights of the KKK","","North Carolina","","Ku Klux Klan ","","Yes","2005"
"Imperial Klans of America Knights of the KKK","","Michigan","","Ku Klux Klan ","","Yes","2005"
"Imperial Klans of America Knights of the KKK","","Washington","","Ku Klux Klan ","","Yes","2005"
"Imperial Klans of America Knights of the KKK","","Georgia","","Ku Klux Klan ","","Yes","2005"
"Imperial Klans of America Knights of the KKK","","Arkansas","","Ku Klux Klan ","","Yes","2005"
"Independent Skins Southwest","Newcastle","Wyoming","","Racist Skinhead ","","","2005"
"Institute for Historical Review","Newport Beach","California","Institute for Historical Review","Holocaust Denial","","","2005"
"International Keystone Knights of the KKK","Cleveland","Ohio","","Ku Klux Klan ","","","2005"
"International Keystone Knights of the KKK","Johnstown","Pennsylvania","","Ku Klux Klan ","","","2005"
"International Keystone Knights of the KKK","Louisville","Kentucky","","Ku Klux Klan ","","","2005"
"International National Socialist Party","Cheyenne","Wyoming","","Neo-Nazi","","","2005"
"Invisible Empire of the International Knights","Enoree","South Carolina","","Ku Klux Klan ","","","2005"
"ISD Records","Lancaster","Ohio","","Hate Music ","","","2005"
"Jewish Defense League","Brookdale","California","","General Hate ","","","2005"
"Jewish Defense League","Colebrook","Connecticut","","General Hate ","","","2005"
"Jewish Defense League","Los Angeles","California","","General Hate ","","","2005"
"Jewish Defense League","Reno","Nevada","","General Hate ","","","2005"
"Jewish Defense League","Revere","Massachusetts","","General Hate ","","","2005"
"Jewish Defense League","Rochester","New York","","General Hate ","","","2005"
"Jewish Defense League","Sacramento","California","","General Hate ","","","2005"
"Jewish Defense League","Skokie","Illinois","","General Hate ","","","2005"
"Jewish Defense League","Westminster","Colorado","","General Hate ","","","2005"
"Jewish Defense League","","Alaska","","General Hate ","","Yes","2005"
"Keystone State Skinheads","Altoona","Pennsylvania","","Racist Skinhead ","","","2005"
"Keystone State Skinheads","Bethleham/Easton","Pennsylvania","","Racist Skinhead ","","","2005"
"Keystone State Skinheads","Chester County","Pennsylvania","","Racist Skinhead ","","","2005"
"Keystone State Skinheads","Greensburg","Pennsylvania","","Racist Skinhead ","","","2005"
"Keystone State Skinheads","Harrisburg","Pennsylvania","","Racist Skinhead ","","","2005"
"Keystone State Skinheads","Philadelphia","Pennsylvania","","Racist Skinhead ","","","2005"
"Keystone State Skinheads","Pittsburgh","Pennsylvania","","Racist Skinhead ","","","2005"
"Keystone State Skinheads","State College","Pennsylvania","","Racist Skinhead ","","","2005"
"Keystone State Skinheads","Wilkes Barre/Scranton","Pennsylvania","","Racist Skinhead ","","","2005"
"Kingdom Identity Ministries","Harrison","Arkansas","Kingdom Identity Ministries ","Christian Identity ","","","2005"
"Kinsman Redeemer Ministries","Tacoma","Washington","","Christian Identity ","","","2005"
"Klan Store","Ocala","Florida","","Ku Klux Klan ","","","2005"
"Knight Riders of the KKK","Daniels","West Virginia","","Ku Klux Klan ","","","2005"
"Knights of Bedford Forest of the KKK","Greenville","Tennessee","","Ku Klux Klan ","","","2005"
