"Title","City","State","Group","Ideology","Headquarters","Statewide","Year"
"Brotherhood of Klans Knights of the KKK","Dayton","Ohio","","Ku Klux Klan ","","","2006"
"Brotherhood of Klans Knights of the KKK","Decaturville","Tennessee","","Ku Klux Klan ","","","2006"
"Brotherhood of Klans Knights of the KKK","Dunlap","Tennessee","","Ku Klux Klan ","","","2006"
"Brotherhood of Klans Knights of the KKK","Elizabethtown","North Carolina","","Ku Klux Klan ","","","2006"
"Brotherhood of Klans Knights of the KKK","Hardwick","Vermont","","Ku Klux Klan ","","","2006"
"Brotherhood of Klans Knights of the KKK","Henderson","Tennessee","","Ku Klux Klan ","","","2006"
"Brotherhood of Klans Knights of the KKK","Hickory Valley","Tennessee","","Ku Klux Klan ","","","2006"
"Brotherhood of Klans Knights of the KKK","Hinton","Oklahoma","","Ku Klux Klan ","","","2006"
"Brotherhood of Klans Knights of the KKK","Hurley","Wisconsin","","Ku Klux Klan ","","","2006"
"Brotherhood of Klans Knights of the KKK","Ironwood","Michigan","","Ku Klux Klan ","","","2006"
"Brotherhood of Klans Knights of the KKK","La Fayette","Georgia","","Ku Klux Klan ","","","2006"
"Brotherhood of Klans Knights of the KKK","La Pine","Oregon","","Ku Klux Klan ","","","2006"
"Brotherhood of Klans Knights of the KKK","Lake Jackson","Texas","","Ku Klux Klan ","","","2006"
"Brotherhood of Klans Knights of the KKK","Lakeville","Indiana","","Ku Klux Klan ","","","2006"
"Brotherhood of Klans Knights of the KKK","Lancaster","Ohio","","Ku Klux Klan ","","","2006"
"Brotherhood of Klans Knights of the KKK","Marion","Ohio","","Ku Klux Klan ","","","2006"
"Brotherhood of Klans Knights of the KKK","Moyers","Oklahoma","","Ku Klux Klan ","","","2006"
"Brotherhood of Klans Knights of the KKK","Nevada","Iowa","","Ku Klux Klan ","","","2006"
"Brotherhood of Klans Knights of the KKK","Omaha","Nebraska","","Ku Klux Klan ","","","2006"
"Brotherhood of Klans Knights of the KKK","Rutland","Vermont","","Ku Klux Klan ","","","2006"
"Brotherhood of Klans Knights of the KKK","San Luis Obispo","California","","Ku Klux Klan ","","","2006"
"Brotherhood of Klans Knights of the KKK","Soledad","California","","Ku Klux Klan ","","","2006"
"Brotherhood of Klans Knights of the KKK","Troy","Illinois","","Ku Klux Klan ","","","2006"
"By Yahweh's Design","Stevensville","Michigan","","Christian Identity ","","","2006"
"National Coalition for Immigration Reform (formerly California Coalition for Immigration Reform)","Huntingdon Beach","California","","Anti-Immigrant","","","2006"
"California Skinheads","","California","","Racist Skinhead ","","Yes","2006"
"Canyon State Skins","","Arizona","","Racist Skinhead ","","Yes","2006"
"Carolina Skinhead Alliance","High Shoals","North Carolina","","Racist Skinhead ","","","2006"
"Castle Hill Publishers","New York","New York","","Holocaust Denial","","","2006"
"Catholic Apologetics International Publishing, Inc.","State Line","Pennsylvania","","Radical Traditional Catholicism ","","","2006"
"Catholic Counterpoint","Broomall","Pennsylvania","","Radical Traditional Catholicism ","","","2006"
"Catholic Family News/Catholic Family Ministries, Inc.","Niagrara Falls","New York","","Radical Traditional Catholicism ","","","2006"
"Center for Perpetual Diversity","Gaithersburg","Maryland","","White Nationalist ","","","2006"
"Center for Perpetual Diversity","Washington","District of Columbia","","White Nationalist ","","","2006"
"Chalcedon Foundation","Vallecito","California","","Anti-LGBTQ","","","2006"
"Charles Darwin Research Institute","Port Huron","Michigan","","White Nationalist ","","","2006"
"Christian Defense League","Mandeville","Louisiana","","Neo-Nazi","","","2006"
"Christian Research","Eureka Springs","Arkansas","","Christian Identity ","","","2006"
"Christian Separatist Church Society","Kodak","Tennessee","","Christian Identity ","","","2006"
"Christian White Knights Church of the KKK","Petal","Mississippi","","Ku Klux Klan ","","","2006"
"Church of Jesus Christ Christian/Aryan Nations","Bergman","Arkansas","","Christian Identity ","","","2006"
"Church of the Sons of YHVH","Calhoun","Louisiana","","Christian Identity ","","","2006"
"Church of the Southern Cross","Lucedale","Mississippi","","Christian Identity ","","","2006"
"Church of True Israel","Noxon","Montana","","Christian Identity ","","","2006"
"Civilian Combat Squad","Albuquerque","New Mexico","","Racist Skinhead ","","","2006"
"Condemned Records","San Diego","California","","Hate Music ","","","2006"
"Confederate Hammerskins","Dallas","Texas","","Racist Skinhead ","","","2006"
"Confederate Hammerskins","Houston","Texas","","Racist Skinhead ","","","2006"
"Confederate Hammerskins","Jacksonville","Florida","","Racist Skinhead ","","","2006"
"Confederate Hammerskins","Knoxville","Tennessee","","Racist Skinhead ","","","2006"
"Confederate Hammerskins","Orlando","Florida","","Racist Skinhead ","","","2006"
"Confederate Knights of America","Millville","New Jersey","","Ku Klux Klan ","","","2006"
"Confederate State Skins","Acworth","Georgia","","Racist Skinhead ","","","2006"
"Confederate White Knights of the Ku Klux Klan","Richmond","Virginia","","Ku Klux Klan ","","","2006"
"Confederation of Racial Working Class Skinheads","Ventura","California","","Racist Skinhead ","","","2006"
"Connecticut White Wolves","Stratford","Connecticut","","Racist Skinhead ","","","2006"
"Conservative Citizens Foundation, Inc.","St Louis","Missouri","","White Nationalist ","","","2006"
"Council of Conservative Citizens","Allison Park","Pennsylvania","Council of Conservative Citizens","White Nationalist ","","","2006"
"Council of Conservative Citizens","Ashburn","Virginia","Council of Conservative Citizens","White Nationalist ","","","2006"
"Council of Conservative Citizens","Baton Rouge","Louisiana","Council of Conservative Citizens","White Nationalist ","","","2006"
"Council of Conservative Citizens","Birmingham","Alabama","Council of Conservative Citizens","White Nationalist ","","","2006"
"Council of Conservative Citizens","Caledonia","Michigan","Council of Conservative Citizens","White Nationalist ","","","2006"
"Council of Conservative Citizens","Calhoun City","Mississippi","Council of Conservative Citizens","White Nationalist ","","","2006"
"Council of Conservative Citizens","Charleston","South Carolina","Council of Conservative Citizens","White Nationalist ","","","2006"
"Council of Conservative Citizens","Chicago","Illinois","Council of Conservative Citizens","White Nationalist ","","","2006"
"Council of Conservative Citizens","Clemmons","North Carolina","Council of Conservative Citizens","White Nationalist ","","","2006"
"Council of Conservative Citizens","Cleveland","Tennessee","Council of Conservative Citizens","White Nationalist ","","","2006"
"Council of Conservative Citizens","Cullman","Alabama","Council of Conservative Citizens","White Nationalist ","","","2006"
"Council of Conservative Citizens","Dublin","New Hampshire","Council of Conservative Citizens","White Nationalist ","","","2006"
"Council of Conservative Citizens","Fort Lee","New Jersey","Council of Conservative Citizens","White Nationalist ","","","2006"
"Council of Conservative Citizens","Franklin","Tennessee","Council of Conservative Citizens","White Nationalist ","","","2006"
"Council of Conservative Citizens","Greenwood","Mississippi","Council of Conservative Citizens","White Nationalist ","","","2006"
"Council of Conservative Citizens","Grenada County","Mississippi","Council of Conservative Citizens","White Nationalist ","","","2006"
"Council of Conservative Citizens","Grove City","Ohio","Council of Conservative Citizens","White Nationalist ","","","2006"
"Council of Conservative Citizens","Huntsville","Alabama","Council of Conservative Citizens","White Nationalist ","","","2006"
"Council of Conservative Citizens","Jackson","Mississippi","Council of Conservative Citizens","White Nationalist ","","","2006"
"Council of Conservative Citizens","Jacksonville","Florida","Council of Conservative Citizens","White Nationalist ","","","2006"
"Council of Conservative Citizens","Jasper","Alabama","Council of Conservative Citizens","White Nationalist ","","","2006"
"Council of Conservative Citizens","Kingsport","Tennessee","Council of Conservative Citizens","White Nationalist ","","","2006"
"Council of Conservative Citizens","Leflore County","Mississippi","Council of Conservative Citizens","White Nationalist ","","","2006"
"Council of Conservative Citizens","Little Rock","Arkansas","Council of Conservative Citizens","White Nationalist ","","","2006"
"Council of Conservative Citizens","Madison","Wisconsin","Council of Conservative Citizens","White Nationalist ","","","2006"
"Council of Conservative Citizens","Martinsville","Indiana","Council of Conservative Citizens","White Nationalist ","","","2006"
"Council of Conservative Citizens","Mathison","Mississippi","Council of Conservative Citizens","White Nationalist ","","","2006"
"Council of Conservative Citizens","Memphis","Tennessee","Council of Conservative Citizens","White Nationalist ","","","2006"
"Council of Conservative Citizens","Mississippi Valley Region","Missouri","Council of Conservative Citizens","White Nationalist ","","","2006"
"Council of Conservative Citizens","Montgomery","Alabama","Council of Conservative Citizens","White Nationalist ","","","2006"
"Council of Conservative Citizens","New Orleans","Louisiana","Council of Conservative Citizens","White Nationalist ","","","2006"
"Council of Conservative Citizens","New York","New York","Council of Conservative Citizens","White Nationalist ","","","2006"
"Council of Conservative Citizens","Parishville","New York","Council of Conservative Citizens","White Nationalist ","","","2006"
"Council of Conservative Citizens","Revere","Pennsylvania","Council of Conservative Citizens","White Nationalist ","","","2006"
"Council of Conservative Citizens","Saluda","South Carolina","Council of Conservative Citizens","White Nationalist ","","","2006"
"Council of Conservative Citizens","Southern Illinois","Illinois","Council of Conservative Citizens","White Nationalist ","","","2006"
"Council of Conservative Citizens","Southest LA","Louisiana","Council of Conservative Citizens","White Nationalist ","","","2006"
"Council of Conservative Citizens","St Louis","Missouri","Council of Conservative Citizens","White Nationalist ","","","2006"
"Council of Conservative Citizens","St Louis","Missouri","Council of Conservative Citizens","White Nationalist ","","","2006"
"Council of Conservative Citizens","Vaiden","Mississippi","Council of Conservative Citizens","White Nationalist ","","","2006"
"Council of Conservative Citizens","West Columbia","South Carolina","Council of Conservative Citizens","White Nationalist ","","","2006"
"Covenant Church of Yahweh","Pipestone","Minnesota","","Christian Identity ","","","2006"
"Covenant People's Ministry","Brooks","Georgia","","Christian Identity ","","","2006"
"Creativity Movement","Bloomington","Illinois","Creativity Movement","Neo-Nazi","","","2006"
"Creativity Movement","Chicago","Illinois","Creativity Movement","Neo-Nazi","","","2006"
"Creativity Movement","Davie","Florida","Creativity Movement","Neo-Nazi","","","2006"
"Creativity Movement","East Peoria","Illinois","Creativity Movement","Neo-Nazi","","","2006"
"Creativity Movement","Hamilton","New Jersey","Creativity Movement","Neo-Nazi","","","2006"
"Creativity Movement","Island Heights","New Jersey","Creativity Movement","Neo-Nazi","","","2006"
"Creativity Movement","Jackson","New Jersey","Creativity Movement","Neo-Nazi","","","2006"
"Creativity Movement","Joliet","Illinois","Creativity Movement","Neo-Nazi","","","2006"
"Creativity Movement","Newport News","Virginia","Creativity Movement","Neo-Nazi","","","2006"
"Creativity Movement","Raymond","Mississippi","Creativity Movement","Neo-Nazi","","","2006"
"Creativity Movement","Toms River","New Jersey","Creativity Movement","Neo-Nazi","","","2006"
"Creativity Movement","","Ohio","Creativity Movement","Neo-Nazi","","Yes","2006"
"Culture Wars/Fidelity Press","South Bend","Indiana","","Radical Traditional Catholicism ","","","2006"
"Desastrious Records","Springtown","Texas","","Hate Music ","","","2006"
"Diehard Records","Chesapeake","Ohio","","Hate Music ","","","2006"
"Dirty Jersey Hooligans","Morristown","New Jersey","","Racist Skinhead ","","","2006"
"Eastern Front Skinheads","New York","New York","","Racist Skinhead ","","","2006"
"Eastern Hammerskins","Brick","New Jersey","","Racist Skinhead ","","","2006"
"Eastern Washington Skinheads","Spokane","Washington","","Racist Skinhead ","","","2006"
"Ecclesiastical Council for the Restoration of Covenant Israel (ECRCI)","Chicago","Illinois","","Christian Identity ","","","2006"
"Emigration Party of Nevada","Henderson","Nevada","","Anti-Immigrant","","","2006"
"Empire Knights of the KKK","Auburn","Indiana","","Ku Klux Klan ","","","2006"
"Empire Knights of the KKK","Gilbert","South Carolina","","Ku Klux Klan ","","","2006"
"Empire Knights of the KKK","Grove Hill","Alabama","","Ku Klux Klan ","","","2006"
"Empire Knights of the KKK","Homosassa Springs","Florida","","Ku Klux Klan ","","","2006"
"Empire Knights of the KKK","Readyville","Tennessee","","Ku Klux Klan ","","","2006"
"Empire Knights of the KKK","Saint Thomas","Pennsylvania","","Ku Klux Klan ","","","2006"
"Empire Knights of the KKK","San Angelo","Texas","","Ku Klux Klan ","","","2006"
"Empire Knights of the KKK","Wooster","Ohio","","Ku Klux Klan ","","","2006"
"Empire Knights of the KKK","","California","","Ku Klux Klan ","","Yes","2006"
"Empire Knights of the KKK","","Oregon","","Ku Klux Klan ","","Yes","2006"
"Empire State Skinheads","New York","New York","","Racist Skinhead ","","","2006"
"European American Heritage Foundation","Bunnell","Florida","","White Nationalist ","","","2006"
"European American Issues Forum","San Bruno","California","","White Nationalist ","","","2006"
"European-American Unity and Rights Organization","Cleveland","Ohio","","White Nationalist ","","","2006"
"European-American Unity and Rights Organization","Coeur D'Alene","Idaho","","White Nationalist ","","","2006"
"European-American Unity and Rights Organization","Columbia","South Carolina","","White Nationalist ","","","2006"
"European-American Unity and Rights Organization","Columbus","Georgia","","White Nationalist ","","","2006"
"European-American Unity and Rights Organization","Dallas/Ft Worth","Texas","","White Nationalist ","","","2006"
"European-American Unity and Rights Organization","Irving","Texas","","White Nationalist ","","","2006"
"European-American Unity and Rights Organization","Jacksonville","Florida","","White Nationalist ","","","2006"
"European-American Unity and Rights Organization","Mandeville","Louisiana","","White Nationalist ","","","2006"
"European-American Unity and Rights Organization","Memphis","Tennessee","","White Nationalist ","","","2006"
"European-American Unity and Rights Organization","Richmond","Virginia","","White Nationalist ","","","2006"
"European-American Unity and Rights Organization","Ripley","Mississippi","","White Nationalist ","","","2006"
"European-American Unity and Rights Organization","Savannah","Georgia","","White Nationalist ","","","2006"
"European-American Unity and Rights Organization","Shreveport","Louisiana","","White Nationalist ","","","2006"
"European-American Unity and Rights Organization","Thibodaux","Louisiana","","White Nationalist ","","","2006"
"European-American Unity and Rights Organization","Tulsa","Oklahoma","","White Nationalist ","","","2006"
"European-American Unity and Rights Organization","Woodruff","South Carolina","","White Nationalist ","","","2006"
"Family Research Institute","Colorado Springs","Colorado","","Anti-LGBTQ","","","2006"
"Fellowship of God's Covenant People","Burlington","Kentucky","","Christian Identity ","","","2006"
"Final Stand Records","Newark","Delaware","","Hate Music ","","","2006"
"Florida State Skins","Ft Lauderdale","Florida","","Racist Skinhead ","","","2006"
"Folk and Faith","Idaho Falls","Idaho","","White Nationalist ","","","2006"
"Fraternal White Knights of the KKK","Charles City","Iowa","","Ku Klux Klan ","","","2006"
"Free Knights of the KKK","Hiram","Georgia","","Ku Klux Klan ","","","2006"
"Free Knights of the KKK","Madison","North Carolina","","Ku Klux Klan ","","","2006"
"Free Knights of the KKK","","New York","","Ku Klux Klan ","","Yes","2006"
"Free Your Mind Productions","Valdosta","Georgia","","Hate Music ","","","2006"
"Fundamentalist Latter Day Saints","Colorado City","Arizona","Fundamentalist Church of Jesus Christ of Latter-Day Saints","General Hate ","","","2006"
"Fundamentalist Latter Day Saints","Eldorado","Texas","Fundamentalist Church of Jesus Christ of Latter-Day Saints","General Hate ","","","2006"
"Fundamentalist Latter Day Saints","Hildale","Utah","Fundamentalist Church of Jesus Christ of Latter-Day Saints","General Hate ","","","2006"
"Fundamentalist Latter Day Saints","Mancos","Colorado","Fundamentalist Church of Jesus Christ of Latter-Day Saints","General Hate ","","","2006"
"Georgia Knight Riders Knights of the KKK","Bainbridge","Georgia","","Ku Klux Klan ","","","2006"
"Georgia Knight Riders Knights of the KKK","Ellijay","Georgia","","Ku Klux Klan ","","","2006"
"Germanenorden Society","Danbury","New Hampshire","","White Nationalist ","","","2006"
"Golden State Skinheads","Central California","California","","Racist Skinhead ","","","2006"
"Golden State Skinheads","Northern California","California","","Racist Skinhead ","","","2006"
"Golden State Skinheads","San Luis Obispo","California","","Racist Skinhead ","","","2006"
"Gospel Broadcasting Association","Houston","Texas","","Christian Identity ","","","2006"
"Gospel Ministries","Boise","Idaho","","Christian Identity ","","","2006"
"Great Tennessee Knights of the KKK","Telford","Tennessee","","Ku Klux Klan ","","","2006"
"Griffin Knights of the KKK","Mount Holly","North Carolina","","Ku Klux Klan ","","","2006"
"Heritage and Destiny","Falls Church","Virginia","","White Nationalist ","","","2006"
"Hoosier State Skinheads","","Indiana","","Racist Skinhead ","","Yes","2006"
"House of Yahweh","New Tazewell","Tennessee","","Christian Identity ","","","2006"
"Hypatia Publishing","Vancouver","Washington","","White Nationalist ","","","2006"
"Hypatia Publishing","","New Jersey","","White Nationalist ","","Yes","2006"
"Imperial Klans of America Knights of the KKK","Amelia","Ohio","","Ku Klux Klan ","","","2006"
"Imperial Klans of America Knights of the KKK","Austin","Texas","","Ku Klux Klan ","","","2006"
"Imperial Klans of America Knights of the KKK","Boothwyn","Pennsylvania","","Ku Klux Klan ","","","2006"
"Imperial Klans of America Knights of the KKK","Brandenburg","Kentucky","","Ku Klux Klan ","","","2006"
"Imperial Klans of America Knights of the KKK","Center Point","Indiana","","Ku Klux Klan ","","","2006"
"Imperial Klans of America Knights of the KKK","Cincinnati","Ohio","","Ku Klux Klan ","","","2006"
"Imperial Klans of America Knights of the KKK","Dawson Springs","Kentucky","","Ku Klux Klan ","","","2006"
"Imperial Klans of America Knights of the KKK","Desoto","Texas","","Ku Klux Klan ","","","2006"
"Imperial Klans of America Knights of the KKK","Houston","Texas","","Ku Klux Klan ","","","2006"
"Imperial Klans of America Knights of the KKK","Lefors","Texas","","Ku Klux Klan ","","","2006"
"Imperial Klans of America Knights of the KKK","Mapaville","Missouri","","Ku Klux Klan ","","","2006"
"Imperial Klans of America Knights of the KKK","Mountain City","Tennessee","","Ku Klux Klan ","","","2006"
"Imperial Klans of America Knights of the KKK","Richmond","Virginia","","Ku Klux Klan ","","","2006"
"Imperial Klans of America Knights of the KKK","St. Marys","Ohio","","Ku Klux Klan ","","","2006"
"Imperial Klans of America Knights of the KKK","Washington","District of Columbia","","Ku Klux Klan ","","","2006"
"Imperial Klans of America Knights of the KKK","","Arkansas","","Ku Klux Klan ","","Yes","2006"
"Imperial Klans of America Knights of the KKK","","Alabama","","Ku Klux Klan ","","Yes","2006"
"Imperial Klans of America Knights of the KKK","","Georgia","","Ku Klux Klan ","","Yes","2006"
"Imperial Klans of America Knights of the KKK","","North Carolina","","Ku Klux Klan ","","Yes","2006"
"Imperial Klans of America Knights of the KKK","","Maryland","","Ku Klux Klan ","","Yes","2006"
"Imperial Klans of America Knights of the KKK","","New York","","Ku Klux Klan ","","Yes","2006"
"Imperial Klans of America Knights of the KKK","","West Virginia","","Ku Klux Klan ","","Yes","2006"
"Imperial Klans of America Knights of the KKK","","Michigan","","Ku Klux Klan ","","Yes","2006"
"Independent Skins Southwest","Newcastle","Wyoming","","Racist Skinhead ","","","2006"
"Institute for Historical Review","Newport Beach","California","Institute for Historical Review","Holocaust Denial","","","2006"
"International Keystone Knights of the KKK","Cleveland","Ohio","","Ku Klux Klan ","","","2006"
"International Keystone Knights of the KKK","Fairmont","West Virginia","","Ku Klux Klan ","","","2006"
"International Keystone Knights of the KKK","Johnstown","Pennsylvania","","Ku Klux Klan ","","","2006"
"Invisible Empire of the International Knights","Enoree","South Carolina","","Ku Klux Klan ","","","2006"
"ISD Records","Lancaster","Ohio","","Hate Music ","","","2006"
"Jewish Defense League","Brookdale","California","","General Hate ","","","2006"
"Jewish Defense League","Brooklyn","New York","","General Hate ","","","2006"
"Jewish Defense League","Colebrook","Connecticut","","General Hate ","","","2006"
"Jewish Defense League","Fort Lauderdale","Florida","","General Hate ","","","2006"
"Jewish Defense League","Los Angeles","California","","General Hate ","","","2006"
"Jewish Defense League","North Hollywood","California","","General Hate ","","","2006"
"Jewish Defense League","Reno","Nevada","","General Hate ","","","2006"
"Jewish Defense League","Revere","Massachusetts","","General Hate ","","","2006"
"Jewish Defense League","Rochester","New York","","General Hate ","","","2006"
"Jewish Defense League","Sacramento","California","","General Hate ","","","2006"
"Jewish Defense League","Skokie","Illinois","","General Hate ","","","2006"
"Jewish Defense League","Southern California","California","","General Hate ","","","2006"
"Jewish Defense League","Waco","Texas","","General Hate ","","","2006"
"Keystone State Skinheads","Altoona","Pennsylvania","","Racist Skinhead ","","","2006"
"Keystone State Skinheads","Bethleham/Easton","Pennsylvania","","Racist Skinhead ","","","2006"
"Keystone State Skinheads","Chester County","Pennsylvania","","Racist Skinhead ","","","2006"
"Keystone State Skinheads","Greensburg","Pennsylvania","","Racist Skinhead ","","","2006"
"Keystone State Skinheads","Harrisburg","Pennsylvania","","Racist Skinhead ","","","2006"
