"Title","City","State","Group","Ideology","Headquarters","Statewide","Year"
"American Patrol/Voice of Citizens Together","Sherman Oaks","California","","Anti-Immigrant","","","2008"
"American Reformation Ministries","Malvern","Arkansas","","Christian Identity ","","","2008"
"American Renaissance/New Century Foundation","Arlington","Virginia","American Renaissance","White Nationalist ","","","2008"
"American Renaissance/New Century Foundation","Chicago","Illinois","American Renaissance","White Nationalist ","","","2008"
"American Renaissance/New Century Foundation","Oakton","Virginia","American Renaissance","White Nationalist ","","","2008"
"American Renaissance/New Century Foundation","San Francisco","California","American Renaissance","White Nationalist ","","","2008"
"American Renaissance/New Century Foundation","","California","American Renaissance","White Nationalist ","","Yes","2008"
"American Thule Society","Black Canyon City","Arizona","","Neo-Nazi","","","2008"
"American Thule Society","","California","","Neo-Nazi","","Yes","2008"
"American Thule Society","","Texas","","Neo-Nazi","","Yes","2008"
"American Vision","Powder Springs","Georgia","","Anti-LGBTQ","","","2008"
"Americans for Self Determination","Falls Church","Virginia","","White Nationalist ","","","2008"
"Appalachian Knights of the KKK","Dayton","Ohio","","Ku Klux Klan ","","","2008"
"Appalachian Knights of the KKK","Logan","West Virginia","","Ku Klux Klan ","","","2008"
"Appalachian Knights of the KKK","Pikeville","Kentucky","","Ku Klux Klan ","","","2008"
"Appalachian Knights of the KKK","","Tennessee","","Ku Klux Klan ","","Yes","2008"
"Arizona White Pride","Maricopa County","Arizona","","White Nationalist ","","","2008"
"Artisan Publishers","Muskogee","Oklahoma","","General Hate ","","","2008"
"Aryan Militia","Bakersfield","California","","Neo-Nazi","","","2008"
"Aryan Nations","Appleton","Wisconsin","","Neo-Nazi","","","2008"
"Aryan Nations","Chino","California","","Neo-Nazi","","","2008"
"Aryan Nations","Coeur d'Alene","Idaho","","Neo-Nazi","","","2008"
"Aryan Nations","Goodyear","Arizona","","Neo-Nazi","","","2008"
"Aryan Nations","Houston","Texas","","Neo-Nazi","","","2008"
"Aryan Nations","Lemoyne","Pennsylvania","","Neo-Nazi","","","2008"
"Aryan Nations","London","Arkansas","","Neo-Nazi","","","2008"
"Aryan Nations","Orlando","Florida","","Neo-Nazi","","","2008"
"Aryan Nations","Phoenix","Arizona","","Neo-Nazi","","","2008"
"Aryan Nations","Salem","Missouri","","Neo-Nazi","","","2008"
"Aryan Nations","Seattle","Washington","","Neo-Nazi","","","2008"
"Aryan Nations","Dulzura","California","","Neo-Nazi","","","2008"
"Aryan Nations","Lexington","South Carolina","","Neo-Nazi","","","2008"
"Aryan Nations Revival","Brooks","Georgia","","Christian Identity ","","","2008"
"Aryan Nations Revival","Simms","Texas","","Christian Identity ","","","2008"
"Aryan Nations Revival","","New York","","Christian Identity ","","Yes","2008"
"Aryan Nations Revival","","New Jersey","","Christian Identity ","","Yes","2008"
"Aryan Nations Revival","","Arkansas","","Christian Identity ","","Yes","2008"
"Aryan Nations Youth Action Corps","","California","","Neo-Nazi","","Yes","2008"
"Aryan Wear","Keller","Texas","","White Nationalist ","","","2008"
"Bay Area Skinheads","San Francisco","California","","Racist Skinhead ","","","2008"
"Bayou Knights of the KKK","Homer","Louisiana","","Ku Klux Klan ","","","2008"
"Bayou Knights of the KKK","Midlothian","Texas","","Ku Klux Klan ","","","2008"
"Bayou Knights of the KKK","Shawnee","Oklahoma","","Ku Klux Klan ","","","2008"
"Berdoo Skinhead Family","San Bernardino","California","","Racist Skinhead ","","","2008"
"Bergen County Hooligans","Garfield","New Jersey","","Racist Skinhead ","","","2008"
"Bergen County Hooligans","Lodi","New Jersey","","Racist Skinhead ","","","2008"
"Bergen County Hooligans","Rutherford","New Jersey","","Racist Skinhead ","","","2008"
"Bergen County Hooligans","Wallington","New Jersey","","Racist Skinhead ","","","2008"
"Black Lawyers for Justice","Washington","District of Columbia","","","","","2008"
"Blood and Honour","Orange County","California","","Racist Skinhead ","","","2008"
"Blood and Honour","Richardson","Texas","","Racist Skinhead ","","","2008"
"Blood and Honour","Salem","Ohio","","Racist Skinhead ","","","2008"
"Border Guardians","Livingston","Texas","","Anti-Immigrant","","","2008"
"Brotherhood of Klans Knights of the KKK","Atoka","Oklahoma","","Ku Klux Klan ","","","2008"
"Brotherhood of Klans Knights of the KKK","Beardstown","Illinois","","Ku Klux Klan ","","","2008"
"Brotherhood of Klans Knights of the KKK","Berwyn","Illinois","","Ku Klux Klan ","","","2008"
"Brotherhood of Klans Knights of the KKK","Cement","Oklahoma","","Ku Klux Klan ","","","2008"
"Brotherhood of Klans Knights of the KKK","Coalgate","Oklahoma","","Ku Klux Klan ","","","2008"
"Brotherhood of Klans Knights of the KKK","Columbus","Ohio","","Ku Klux Klan ","","","2008"
"Brotherhood of Klans Knights of the KKK","Crescent City","California","","Ku Klux Klan ","","","2008"
"Brotherhood of Klans Knights of the KKK","Dayton","Ohio","","Ku Klux Klan ","","","2008"
"Brotherhood of Klans Knights of the KKK","Decaturville","Tennessee","","Ku Klux Klan ","","","2008"
"Brotherhood of Klans Knights of the KKK","Dunlap","Tennessee","","Ku Klux Klan ","","","2008"
"Brotherhood of Klans Knights of the KKK","Elizabethtown","North Carolina","","Ku Klux Klan ","","","2008"
"Brotherhood of Klans Knights of the KKK","Henderson","Tennessee","","Ku Klux Klan ","","","2008"
"Brotherhood of Klans Knights of the KKK","Hickory Valley","Tennessee","","Ku Klux Klan ","","","2008"
"Brotherhood of Klans Knights of the KKK","Hinton","Oklahoma","","Ku Klux Klan ","","","2008"
"Brotherhood of Klans Knights of the KKK","Hurley","Wisconsin","","Ku Klux Klan ","","","2008"
"Brotherhood of Klans Knights of the KKK","Ironwood","Michigan","","Ku Klux Klan ","","","2008"
"Brotherhood of Klans Knights of the KKK","LaFayette","Georgia","","Ku Klux Klan ","","","2008"
"Brotherhood of Klans Knights of the KKK","Lake Jackson","Texas","","Ku Klux Klan ","","","2008"
"Brotherhood of Klans Knights of the KKK","Lakeville","Indiana","","Ku Klux Klan ","","","2008"
"Brotherhood of Klans Knights of the KKK","Marion","Ohio","","Ku Klux Klan ","","","2008"
"Brotherhood of Klans Knights of the KKK","Moyers","Oklahoma","","Ku Klux Klan ","","","2008"
"Brotherhood of Klans Knights of the KKK","Omaha","Nebraska","","Ku Klux Klan ","","","2008"
"Brotherhood of Klans Knights of the KKK","Rutland","Vermont","","Ku Klux Klan ","","","2008"
"Brotherhood of Klans Knights of the KKK","Saint Thomas","Pennsylvania","","Ku Klux Klan ","","","2008"
"Brotherhood of Klans Knights of the KKK","San Luis Obispo","California","","Ku Klux Klan ","","","2008"
"Brotherhood of Klans Knights of the KKK","Santa Ana","California","","Ku Klux Klan ","","","2008"
"Brotherhood of Klans Knights of the KKK","Soledad","California","","Ku Klux Klan ","","","2008"
"Brotherhood of Klans Knights of the KKK","Troy","Illinois","","Ku Klux Klan ","","","2008"
"Brotherhood of Klans Knights of the KKK","","Minnesota","","Ku Klux Klan ","","Yes","2008"
"Brotherhood of Klans Knights of the KKK","","Florida","","Ku Klux Klan ","","Yes","2008"
"Brotherhood of Klans Knights of the KKK","","Missouri","","Ku Klux Klan ","","Yes","2008"
"Brotherhood of Klans Knights of the KKK","","Maryland","","Ku Klux Klan ","","Yes","2008"
"Brotherhood of Klans Knights of the KKK","","Louisiana","","Ku Klux Klan ","","Yes","2008"
"Brotherhood of Klans Knights of the KKK","","Alabama","","Ku Klux Klan ","","Yes","2008"
"Brotherhood of Klans Knights of the KKK","","Kansas","","Ku Klux Klan ","","Yes","2008"
"Brotherhood of Klans Knights of the KKK","","Utah","","Ku Klux Klan ","","Yes","2008"
"Brotherhood of Klans Knights of the KKK","","Wyoming","","Ku Klux Klan ","","Yes","2008"
"Brotherhood of Klans Knights of the KKK","","Virginia","","Ku Klux Klan ","","Yes","2008"
"Brotherhood of Klans Knights of the KKK","","Connecticut","","Ku Klux Klan ","","Yes","2008"
"Brotherhood of Klans Knights of the KKK","","South Carolina","","Ku Klux Klan ","","Yes","2008"
"Brotherhood of Klans Knights of the KKK","","West Virginia","","Ku Klux Klan ","","Yes","2008"
"Brotherhood of Klans Knights of the KKK","","Iowa","","Ku Klux Klan ","","Yes","2008"
"Brotherhood of Klans Knights of the KKK","","Rhode Island","","Ku Klux Klan ","","Yes","2008"
"Brotherhood of Klans Knights of the KKK","","Kentucky","","Ku Klux Klan ","","Yes","2008"
"Brotherhood of Klans Knights of the KKK","","Washington","","Ku Klux Klan ","","Yes","2008"
"Brotherhood of Klans Knights of the KKK","","Nevada","","Ku Klux Klan ","","Yes","2008"
"By Yahweh's Design","Stevensville","Michigan","","Christian Identity ","","","2008"
"National Coalition for Immigration Reform (formerly California Coalition for Immigration Reform)","Huntington Beach","California","","Anti-Immigrant","","","2008"
"California Skinheads","Fresno","California","","Racist Skinhead ","","","2008"
"Camarillo Storm Skinheads","Camarillo","California","","Racist Skinhead ","","","2008"
"Campaign for Radical Truth in History","Coeur d'Alene","Idaho","","Holocaust Denial","","","2008"
"Castle Hill Publishers","New York","New York","","Holocaust Denial","","","2008"
"Catholic Apologetics International Publishing, Inc.","State Line","Pennsylvania","","Radical Traditional Catholicism ","","","2008"
"Catholic Counterpoint","Broomall","Pennsylvania","","Radical Traditional Catholicism ","","","2008"
"Center for Perpetual Diversity","Gaithersburg","Maryland","","White Nationalist ","","","2008"
"Chalcedon Foundation","Vallecito","California","","Anti-LGBTQ","","","2008"
"Charles Darwin Research Institute","Port Huron","Michigan","","White Nationalist ","","","2008"
"Occidental Quarterly/Charles Martel Society","Augusta","Georgia","","White Nationalist ","","","2008"
"Chick Publications","Ontario","California","","General Hate ","","","2008"
"Christ's Gospel Fellowship","Spokane","Washington","","Christian Identity ","","","2008"
"Christian Defense League","Mandeville","Louisiana","","Neo-Nazi","","","2008"
"Christian Guard","Kathleen","Florida","","Christian Identity ","","","2008"
"Christian Guard","Kenosha","Wisconsin","","Christian Identity ","","","2008"
"Christian National Socialist Party","Childersburg","Alabama","","Neo-Nazi","","","2008"
"Christian National Socialist Party","St. Louis","Missouri","","Neo-Nazi","","","2008"
"Christian National Socialist Party","Toms River","New Jersey","","Neo-Nazi","","","2008"
"Christian National Socialist Party","","Florida","","Neo-Nazi","","Yes","2008"
"Christian National Socialist Party","","South Carolina","","Neo-Nazi","","Yes","2008"
"Christian Research","Eureka Springs","Arkansas","","Christian Identity ","","","2008"
"Christian Separatist Church Society","Kodak","Tennessee","","Christian Identity ","","","2008"
"Church of Creativity","Pittsburgh","Pennsylvania","","Neo-Nazi","","","2008"
"Church of Jesus Christ Christian/Aryan Nations","Bergman","Arkansas","","Christian Identity ","","","2008"
"Church of the Sons of YHVH","Calhoun","Louisiana","","Christian Identity ","","","2008"
"Church of True Israel","Noxon","Montana","","Christian Identity ","","","2008"
"Concerned Citizens and Friends of Illegal Immigration Law Enforcement","Framingham","Massachusetts","","General Hate ","","","2008"
"Confederate Hammerskins","Dallas","Texas","","Racist Skinhead ","","","2008"
"Confederate Hammerskins","Houston","Texas","","Racist Skinhead ","","","2008"
"Confederate Hammerskins","Jacksonville","Florida","","Racist Skinhead ","","","2008"
"Confederate Hammerskins","Orlando","Florida","","Racist Skinhead ","","","2008"
"Conservative Citizens Foundation, Inc.","St. Louis","Missouri","Council of Conservative Citizens","White Nationalist ","","","2008"
"COORS Family Skinheads","Big Bear Lake","California","","Racist Skinhead ","","","2008"
"Council of Conservative Citizens","Allison Park","Pennsylvania","Council of Conservative Citizens","White Nationalist ","","","2008"
"Council of Conservative Citizens","Atlanta","Georgia","Council of Conservative Citizens","White Nationalist ","","","2008"
"Council of Conservative Citizens","Baton Rouge","Louisiana","Council of Conservative Citizens","White Nationalist ","","","2008"
"Council of Conservative Citizens","Birmingham","Alabama","Council of Conservative Citizens","White Nationalist ","","","2008"
"Council of Conservative Citizens","Boston","Massachusetts","Council of Conservative Citizens","White Nationalist ","","","2008"
"Council of Conservative Citizens","Caledonia","Michigan","Council of Conservative Citizens","White Nationalist ","","","2008"
"Council of Conservative Citizens","Calhoun City","Mississippi","Council of Conservative Citizens","White Nationalist ","","","2008"
"Council of Conservative Citizens","Charleston","South Carolina","Council of Conservative Citizens","White Nationalist ","","","2008"
"Council of Conservative Citizens","Chicago","Illinois","Council of Conservative Citizens","White Nationalist ","","","2008"
"Council of Conservative Citizens","Cleveland","Tennessee","Council of Conservative Citizens","White Nationalist ","","","2008"
"Council of Conservative Citizens","Cullman","Alabama","Council of Conservative Citizens","White Nationalist ","","","2008"
"Council of Conservative Citizens","Florence","Alabama","Council of Conservative Citizens","White Nationalist ","","","2008"
"Council of Conservative Citizens","Fort Lee","New Jersey","Council of Conservative Citizens","White Nationalist ","","","2008"
"Council of Conservative Citizens","Franklin","Tennessee","Council of Conservative Citizens","White Nationalist ","","","2008"
"Council of Conservative Citizens","Greenville","South Carolina","Council of Conservative Citizens","White Nationalist ","","","2008"
"Council of Conservative Citizens","Greenwood","Mississippi","Council of Conservative Citizens","White Nationalist ","","","2008"
"Council of Conservative Citizens","Grenada County","Mississippi","Council of Conservative Citizens","White Nationalist ","","","2008"
"Council of Conservative Citizens","Huntsville","Alabama","Council of Conservative Citizens","White Nationalist ","","","2008"
"Council of Conservative Citizens","Jackson","Mississippi","Council of Conservative Citizens","White Nationalist ","","","2008"
"Council of Conservative Citizens","Jacksonville","Florida","Council of Conservative Citizens","White Nationalist ","","","2008"
"Council of Conservative Citizens","Jasper","Alabama","Council of Conservative Citizens","White Nationalist ","","","2008"
"Council of Conservative Citizens","Kingsport","Tennessee","Council of Conservative Citizens","White Nationalist ","","","2008"
"Council of Conservative Citizens","Las Vegas","Nevada","Council of Conservative Citizens","White Nationalist ","","","2008"
"Council of Conservative Citizens","Little Rock","Arkansas","Council of Conservative Citizens","White Nationalist ","","","2008"
"Council of Conservative Citizens","Mathiston","Mississippi","Council of Conservative Citizens","White Nationalist ","","","2008"
"Council of Conservative Citizens","Memphis","Tennessee","Council of Conservative Citizens","White Nationalist ","","","2008"
"Council of Conservative Citizens","Montgomery","Alabama","Council of Conservative Citizens","White Nationalist ","","","2008"
"Council of Conservative Citizens","New York","New York","Council of Conservative Citizens","White Nationalist ","","","2008"
"Council of Conservative Citizens","Parishville","New York","Council of Conservative Citizens","White Nationalist ","","","2008"
"Council of Conservative Citizens","Pittsburgh","Pennsylvania","Council of Conservative Citizens","White Nationalist ","","","2008"
"Council of Conservative Citizens","Revere","Pennsylvania","Council of Conservative Citizens","White Nationalist ","","","2008"
"Council of Conservative Citizens","Salt Lake City","Utah","Council of Conservative Citizens","White Nationalist ","","","2008"
"Council of Conservative Citizens","Saluda","South Carolina","Council of Conservative Citizens","White Nationalist ","","","2008"
"Council of Conservative Citizens","San Francisco","California","Council of Conservative Citizens","White Nationalist ","","","2008"
"Council of Conservative Citizens","Silver Spring","Maryland","Council of Conservative Citizens","White Nationalist ","","","2008"
"Council of Conservative Citizens","St. Louis","Missouri","Council of Conservative Citizens","White Nationalist ","","","2008"
"Council of Conservative Citizens","St. Louis","Missouri","Council of Conservative Citizens","White Nationalist ","","","2008"
"Council of Conservative Citizens","Vaiden","Mississippi","Council of Conservative Citizens","White Nationalist ","","","2008"
"Council of Conservative Citizens","West Columbia","South Carolina","Council of Conservative Citizens","White Nationalist ","","","2008"
"Council of Conservative Citizens","Yadkinville","North Carolina","Council of Conservative Citizens","White Nationalist ","","","2008"
"Council of Conservative Citizens","","Indiana","Council of Conservative Citizens","White Nationalist ","","Yes","2008"
"Council of Conservative Citizens","","Missouri","Council of Conservative Citizens","White Nationalist ","","Yes","2008"
"Council of Conservative Citizens","","Louisiana","Council of Conservative Citizens","White Nationalist ","","Yes","2008"
"Council of Conservative Citizens","","Illinois","Council of Conservative Citizens","White Nationalist ","","Yes","2008"
"Council of Conservative Citizens","","California","Council of Conservative Citizens","White Nationalist ","","Yes","2008"
"Council of Conservative Citizens","","Connecticut","Council of Conservative Citizens","White Nationalist ","","Yes","2008"
"Covenant People's Ministry","Brooks","Georgia","","Christian Identity ","","","2008"
"Creativity Movement","Bloomington","Illinois","Creativity Movement","Neo-Nazi","","","2008"
"Creativity Movement","Chicago","Illinois","Creativity Movement","Neo-Nazi","","","2008"
"Creativity Movement","Davie","Florida","Creativity Movement","Neo-Nazi","","","2008"
"Creativity Movement","East Peoria","Illinois","Creativity Movement","Neo-Nazi","","","2008"
"Creativity Movement","Hamilton","New Jersey","Creativity Movement","Neo-Nazi","","","2008"
"Creativity Movement","Island Heights","New Jersey","Creativity Movement","Neo-Nazi","","","2008"
"Creativity Movement","Jackson","New Jersey","Creativity Movement","Neo-Nazi","","","2008"
"Creativity Movement","Joliet","Illinois","Creativity Movement","Neo-Nazi","","","2008"
"Creativity Movement","Newport News","Virginia","Creativity Movement","Neo-Nazi","","","2008"
"Creativity Movement","Raymond","Mississippi","Creativity Movement","Neo-Nazi","","","2008"
"Creativity Movement","Toms River","New Jersey","Creativity Movement","Neo-Nazi","","","2008"
"Culture Wars/Fidelity Press","South Bend","Indiana","","Radical Traditional Catholicism ","","","2008"
"Daughters of Yahweh","Kathleen","Florida","","Christian Identity ","","","2008"
"Daughters of Yahweh","Portland","Oregon","","Christian Identity ","","","2008"
"Desastrious Records","Springtown","Texas","","Hate Music ","","","2008"
"Diehard Records","Chesapeake","Ohio","","Hate Music ","","","2008"
"Dixie Rangers Knights of the KKK","Walker","Louisiana","","Ku Klux Klan ","","","2008"
"Eagle Publications","Corpus Christi","Texas","","Holocaust Denial","","","2008"
"East Coast White Unity","Chelsea","Massachusetts","","White Nationalist ","","","2008"
"Eastern Hammerskins","Brick","New Jersey","","Racist Skinhead ","","","2008"
"Ecclesiastical Council for the Restoration of Covenant Israel (ECRCI)","Chicago","Illinois","","Christian Identity ","","","2008"
"Emigration Party of Nevada","Henderson","Nevada","","Anti-Immigrant","","","2008"
"European American Issues Forum","San Bruno","California","","White Nationalist ","","","2008"
"European Americans United","Sacramento","California","","White Nationalist ","","","2008"
"European Americans United","Sale Creek","Tennessee","","White Nationalist ","","","2008"
"European-American Unity and Rights Organization","Cleveland","Ohio","","White Nationalist ","","","2008"
"European-American Unity and Rights Organization","Columbia","South Carolina","","White Nationalist ","","","2008"
"European-American Unity and Rights Organization","Columbus","Georgia","","White Nationalist ","","","2008"
"European-American Unity and Rights Organization","Fort Worth","Texas","","White Nationalist ","","","2008"
"European-American Unity and Rights Organization","Irving","Texas","","White Nationalist ","","","2008"
"European-American Unity and Rights Organization","Jacksonville","Florida","","White Nationalist ","","","2008"
"European-American Unity and Rights Organization","Mandeville","Louisiana","","White Nationalist ","","","2008"
"European-American Unity and Rights Organization","Memphis","Tennessee","","White Nationalist ","","","2008"
"European-American Unity and Rights Organization","Richmond","Virginia","","White Nationalist ","","","2008"
"European-American Unity and Rights Organization","Ripley","Mississippi","","White Nationalist ","","","2008"
"European-American Unity and Rights Organization","Savannah","Georgia","","White Nationalist ","","","2008"
"European-American Unity and Rights Organization","Thibodaux","Louisiana","","White Nationalist ","","","2008"
"European-American Unity and Rights Organization","Tulsa","Oklahoma","","White Nationalist ","","","2008"
"European-American Unity and Rights Organization","Woodruff","South Carolina","","White Nationalist ","","","2008"
"Family Research Institute","Colorado Springs","Colorado","","Anti-LGBTQ","","","2008"
"Federation for American Immigration Reform","Washington","District of Columbia","","Anti-Immigrant","","","2008"
"Fellowship of God's Covenant People","Burlington","Kentucky","","Christian Identity ","","","2008"
"Final Stand Records","Newark","Delaware","","Hate Music ","","","2008"
"First Century Christian Ministries","The Woodlands","Texas","","Christian Identity ","","","2008"
"The Fitzgerald Griffin Foundation","Vienna","Virginia","","White Nationalist ","","","2008"
"Folk and Faith","Idaho Falls","Idaho","","White Nationalist ","","","2008"
"Fraternal White Knights of the KKK","Cedar Falls","Iowa","","Ku Klux Klan ","","","2008"
"Fraternal White Knights of the KKK","Charles City","Iowa","","Ku Klux Klan ","","","2008"
"Fraternal White Knights of the KKK","Lynchburg","Tennessee","","Ku Klux Klan ","","","2008"
"Fraternal White Knights of the KKK","Mason City","Iowa","","Ku Klux Klan ","","","2008"
"Fraternal White Knights of the KKK","New Hampton","Iowa","","Ku Klux Klan ","","","2008"
"Fraternal White Knights of the KKK","Pulaski","Tennessee","","Ku Klux Klan ","","","2008"
"Fraternal White Knights of the KKK","Woodbury","Tennessee","","Ku Klux Klan ","","","2008"
"Fraternal White Knights of the KKK","","Florida","","Ku Klux Klan ","","Yes","2008"
"Free Knights of the KKK","Madison","North Carolina","","Ku Klux Klan ","","","2008"
"Free Your Mind Productions","Valdosta","Georgia","","Hate Music ","","","2008"
"Fundamentalist Latter Day Saints","Colorado City","Arizona","Fundamentalist Church of Jesus Christ of Latter-Day Saints","General Hate ","","","2008"
"Fundamentalist Latter Day Saints","Cotopaxi","Colorado","Fundamentalist Church of Jesus Christ of Latter-Day Saints","General Hate ","","","2008"
"Fundamentalist Latter Day Saints","Custer County","Colorado","Fundamentalist Church of Jesus Christ of Latter-Day Saints","General Hate ","","","2008"
"Fundamentalist Latter Day Saints","Edgemont","South Dakota","Fundamentalist Church of Jesus Christ of Latter-Day Saints","General Hate ","","","2008"
"Fundamentalist Latter Day Saints","Eldorado","Texas","Fundamentalist Church of Jesus Christ of Latter-Day Saints","General Hate ","","","2008"
"Fundamentalist Latter Day Saints","Florence","Colorado","Fundamentalist Church of Jesus Christ of Latter-Day Saints","General Hate ","","","2008"
"Fundamentalist Latter Day Saints","Hildale","Utah","Fundamentalist Church of Jesus Christ of Latter-Day Saints","General Hate ","","","2008"
"Fundamentalist Latter Day Saints","Mancos","Colorado","Fundamentalist Church of Jesus Christ of Latter-Day Saints","General Hate ","","","2008"
"Georgia Knight Riders Knights of the KKK","Bainbridge","Georgia","","Ku Klux Klan ","","","2008"
"Georgia Knight Riders Knights of the KKK","Ellijay","Georgia","","Ku Klux Klan ","","","2008"
"Georgia Knight Riders Knights of the KKK","Tunas","Missouri","","Ku Klux Klan ","","","2008"
"Golden State Skinheads","San Luis Obispo","California","","Racist Skinhead ","","","2008"
"Golden State Skinheads","","California","","Racist Skinhead ","","Yes","2008"
"Golden State Skinheads","","California","","Racist Skinhead ","","Yes","2008"
"Gospel Broadcasting Association","Houston","Texas","","Christian Identity ","","","2008"
"Gospel Ministries","Boise","Idaho","","Christian Identity ","","","2008"
"Great Tennessee Knights of the KKK","Essex","Maryland","","Ku Klux Klan ","","","2008"
"Great Tennessee Knights of the KKK","Kellyton","Alabama","","Ku Klux Klan ","","","2008"
"Great Tennessee Knights of the KKK","Monterey","Tennessee","","Ku Klux Klan ","","","2008"
"Great Tennessee Knights of the KKK","Shelby","North Carolina","","Ku Klux Klan ","","","2008"
"Great Tennessee Knights of the KKK","Telford","Tennessee","","Ku Klux Klan ","","","2008"
"Great Tennessee Knights of the KKK","Watauga","Tennessee","","Ku Klux Klan ","","","2008"
"Griffin Knights of the KKK","Mount Holly","North Carolina","","Ku Klux Klan ","","","2008"
"Hardcore Skins","Yuba County","California","","Racist Skinhead ","","","2008"
"HATECRIME streetwear","Earlville","Pennsylvania","","General Hate ","","","2008"
"Henderson County Knights of the Confederacy","Wildersville","Tennessee","","Ku Klux Klan ","","","2008"
"Heritage and Destiny","Falls Church","Virginia","","White Nationalist ","","","2008"
"Heterosexuals Organized for a Moral Environment (H.O.M.E.)","Downers Grove","Illinois","","Anti-LGBTQ","","","2008"
