"Title","City","State","Group","Ideology","Headquarters","Statewide","Year"
"As-Sabiqun","San Diego","California","","General Hate ","","","2015"
"As-Sabiqun","Washington","District of Columbia","","General Hate ","","","2015"
"ATLAH World Missionary Church (All The Land Anointed Holy)","New York","New York","","Anti-LGBTQ","","","2015"
"Atlas Shrugs","New York","New York","","Anti-Muslim","","","2015"
"Bare Naked Islam","Marina del Rey","California","","Anti-Muslim","","","2015"
"Barnes Review/Foundation for Economic Liberty, Inc.","Washington","District of Columbia","Barnes Review/Foundation for Economic Liberty, Inc.","Holocaust Denial","","","2015"
"Bill Keller Ministries","St. Petersburg","Florida","","General Hate ","","","2015"
"Black Hebrew Israelites","San Francisco","California","","","","","2015"
"Black Riders Liberation Party","Chicago","Illinois","","","","","2015"
"Black Riders Liberation Party","Detroit","Michigan","","","","","2015"
"Black Riders Liberation Party","Los Angeles","California","","","","","2015"
"Black Riders Liberation Party","Miami","Florida","","","","","2015"
"Black Riders Liberation Party","Oakland","California","","","","","2015"
"Black Riders Liberation Party","","New York","","","","Yes","2015"
"Black Riders Liberation Party","","Virginia","","","","Yes","2015"
"Black Riders Liberation Party","San Diego","California","","","","","2015"
"Blood and Honour Social Club","Greensboro","North Carolina","Blood & Honour","Racist Skinhead ","","","2015"
"Blood and Honour Social Club","","Colorado","Blood & Honour","Racist Skinhead ","","Yes","2015"
"Blood and Honour Social Club","","Pennsylvania","Blood & Honour","Racist Skinhead ","","Yes","2015"
"Blood and Honour Social Club","","Florida","Blood & Honour","Racist Skinhead ","","Yes","2015"
"Blood and Honour Social Club","","Illinois","Blood & Honour","Racist Skinhead ","","Yes","2015"
"Blood and Honour Social Club","","Georgia","Blood & Honour","Racist Skinhead ","","Yes","2015"
"Blood and Honour Social Club","","Michigan","Blood & Honour","Racist Skinhead ","","Yes","2015"
"Blood and Honour Social Club","","Tennessee","Blood & Honour","Racist Skinhead ","","Yes","2015"
"Blood and Honour Social Club","","Indiana","Blood & Honour","Racist Skinhead ","","Yes","2015"
"Blood and Honour Social Club","","South Carolina","Blood & Honour","Racist Skinhead ","","Yes","2015"
"Blood and Honour Social Club","","New York","Blood & Honour","Racist Skinhead ","","Yes","2015"
"Blood and Honour Social Club","","Virginia","Blood & Honour","Racist Skinhead ","","Yes","2015"
"Blood and Honour Social Club","","Ohio","Blood & Honour","Racist Skinhead ","","Yes","2015"
"Blood and Honour U.S.A","Woodbridge Township","New Jersey","","Racist Skinhead ","","","2015"
"Bob's Underground Graduate Seminar/BUGS","Columbia","South Carolina","","White Nationalist ","","","2015"
"Bosch Fawstin","New York","New York","","Anti-Muslim","","","2015"
"The Brother Nathanael Foundation","Frisco","Colorado","","General Hate ","","","2015"
"Bureau on American Islamic Relations","Irving","Texas","","Anti-Muslim","","","2015"
"California Skinheads","","California","","Racist Skinhead ","","Yes","2015"
"Californians for Population Stabilization","Santa Barbara","California","","Anti-Immigrant","","","2015"
"Camp LoneStar","Brownsville","Texas","","Anti-Immigrant","","","2015"
"Campaign for Radical Truth in History","Coeur d'Alene","Idaho","","Holocaust Denial","","","2015"
"The Campus Ministry USA","Terre Haute","Indiana","","Anti-LGBTQ","","","2015"
"carolynyeager.net","Kerrville","Texas","","Holocaust Denial","","","2015"
"Casa D'Ice Signs","North Versailles","Pennsylvania","","Anti-Muslim","","","2015"
"Castle Hill Publishers","New York","New York","","Holocaust Denial","","","2015"
"Catholic Action Resource Center","Orlando","Florida","","Radical Traditional Catholicism ","","","2015"
"Catholic Counterpoint","Broomall","Pennsylvania","","Radical Traditional Catholicism ","","","2015"
"Catholic Family News/Catholic Family Ministries, Inc.","Niagara Falls","New York","","Radical Traditional Catholicism ","","","2015"
"Center for Family and Human Rights (C-FAM)","New York","New York","","Anti-LGBTQ","","","2015"
"Center for Family and Human Rights (C-FAM)","Washington","District of Columbia","","Anti-LGBTQ","","","2015"
"Center for Security Policy","Washington","District of Columbia","Center for Security Policy","Anti-Muslim","","","2015"
"Chalcedon Foundation","Vallecito","California","","Anti-LGBTQ","","","2015"
"Chick Publications","Ontario","California","","General Hate ","","","2015"
"Christ or Chaos","West Chester","Ohio","","Radical Traditional Catholicism ","","","2015"
"Christ the King Church","Larkspur","Colorado","","Anti-LGBTQ","","","2015"
"Christian Action Network","Forest","Virginia","","Anti-Muslim","","","2015"
"Christian Anti-Defamation Commission","Vista","California","","General Hate ","","","2015"
"Christian Defense League","Mandeville","Louisiana","","Neo-Nazi","","","2015"
"Christian Guardians","San Francisco","California","","Anti-Muslim","","","2015"
"Christian Identity Vanguard","Grovetown","Georgia","","White Nationalist ","","","2015"
"Christian Revival Center","Harrison","Arkansas","","Christian Identity ","","","2015"
"Church of the Sons of YHVH","Converse","Louisiana","","Christian Identity ","","","2015"
"Citizen Warrior","Nashville","Tennessee","","Anti-Muslim","","","2015"
"Citizens for Community Values","Cincinnati","Ohio","","Anti-LGBTQ","","","2015"
"Citizens for National Security","Boca Raton","Florida","","Anti-Muslim","","","2015"
"Colorado Alliance for Immigration Reform","Lakewood","Colorado","","Anti-Immigrant","","","2015"
"Committee for Open Debate on the Holocaust","Drums","Pennsylvania","","Holocaust Denial","","","2015"
"Concerned Citizens and Friends of Illegal Immigration Law Enforcement","Framingham","Massachusetts","","General Hate ","","","2015"
"Confederate Hammerskins","Columbia","South Carolina","","Racist Skinhead ","","","2015"
"Confederate Hammerskins","Jacksonville","Florida","","Racist Skinhead ","","","2015"
"Confederate Hammerskins","Nashville","Tennessee","","Racist Skinhead ","","","2015"
"Confederate Hammerskins","Richmond","Virginia","","Racist Skinhead ","","","2015"
"Confederate Hammerskins","","Georgia","","Racist Skinhead ","","Yes","2015"
"Confederate Hammerskins","","North Carolina","","Racist Skinhead ","","Yes","2015"
"Confederate Patriot Voters United","Baldwyn","Mississippi","","White Nationalist ","","","2015"
"Confederate White Knights of the Ku Klux Klan","Rosedale","Maryland","","Ku Klux Klan ","","","2015"
"Conservative Citizens Foundation, Inc.","Saint Louis","Missouri","Council of Conservative Citizens","White Nationalist ","","","2015"
"Conservative Republicans of Texas","Houston","Texas","","Anti-LGBTQ","","","2015"
"Council for Social and Economic Studies","Washington","District of Columbia","","White Nationalist ","","","2015"
"Council of Conservative Citizens","Eufaula","Alabama","Council of Conservative Citizens","White Nationalist ","","","2015"
"Council of Conservative Citizens","Franklin","Tennessee","Council of Conservative Citizens","White Nationalist ","","","2015"
"Council of Conservative Citizens","Irving","Texas","Council of Conservative Citizens","White Nationalist ","","","2015"
"Council of Conservative Citizens","Memphis","Tennessee","Council of Conservative Citizens","White Nationalist ","","","2015"
"Council of Conservative Citizens","New York","New York","Council of Conservative Citizens","White Nationalist ","","","2015"
"Council of Conservative Citizens","Silver Spring","Maryland","Council of Conservative Citizens","White Nationalist ","","","2015"
"Council of Conservative Citizens","Springboro","Ohio","Council of Conservative Citizens","White Nationalist ","","","2015"
"Council of Conservative Citizens","St. Louis","Missouri","Council of Conservative Citizens","White Nationalist ","","","2015"
"Council of Conservative Citizens","St. Louis","Missouri","Council of Conservative Citizens","White Nationalist ","","","2015"
"Council of Conservative Citizens","Summerville","South Carolina","Council of Conservative Citizens","White Nationalist ","","","2015"
"Counter Jihad Coalition","Santa Monica","California","","Anti-Muslim","","","2015"
"Counter-Currents Publishing","San Diego","California","","White Nationalist ","","","2015"
"Covenant People's Ministry","Brooks","Georgia","","Christian Identity ","","","2015"
"The Creativity Alliance","Middlebury","Vermont","","Neo-Nazi","","","2015"
"The Creativity Alliance","","Pennsylvania","","Neo-Nazi","","Yes","2015"
"The Creativity Alliance","","South Carolina","","Neo-Nazi","","Yes","2015"
"The Creativity Alliance","","Georgia","","Neo-Nazi","","Yes","2015"
"The Creativity Alliance","","Utah","","Neo-Nazi","","Yes","2015"
"The Creativity Movement","Bloomington","Illinois","","Neo-Nazi","","","2015"
"The Creativity Movement","","Texas","","Neo-Nazi","","Yes","2015"
"The Creativity Movement","","Arizona","","Neo-Nazi","","Yes","2015"
"The Creativity Movement","","Oregon","","Neo-Nazi","","Yes","2015"
"The Creativity Movement","","Wisconsin","","Neo-Nazi","","Yes","2015"
"The Creativity Movement","","North Dakota","","Neo-Nazi","","Yes","2015"
"The Creativity Movement","","Michigan","","Neo-Nazi","","Yes","2015"
"The Creativity Movement","","California","","Neo-Nazi","","Yes","2015"
"The Creativity Movement","","South Dakota","","Neo-Nazi","","Yes","2015"
"Crew 38","Baltimore","Maryland","","Racist Skinhead ","","","2015"
"Crew 38","Birmingham","Alabama","","Racist Skinhead ","","","2015"
"Crew 38","Huntsville","Alabama","","Racist Skinhead ","","","2015"
"Crew 38","Portland","Tennessee","","Racist Skinhead ","","","2015"
"Crew 38","Wichita","Kansas","","Racist Skinhead ","","","2015"
"Crew 38","","Florida","","Racist Skinhead ","","Yes","2015"
"Crew 38","","California","","Racist Skinhead ","","Yes","2015"
"Crew 38","","Washington","","Racist Skinhead ","","Yes","2015"
"Crew 38","","North Carolina","","Racist Skinhead ","","Yes","2015"
"Crew 38","","Georgia","","Racist Skinhead ","","Yes","2015"
"Crew 38","","Idaho","","Racist Skinhead ","","Yes","2015"
"Crew 38","","New Hampshire","","Racist Skinhead ","","Yes","2015"
"Crew 38","","South Dakota","","Racist Skinhead ","","Yes","2015"
"Cultural Studies Press","New York","New York","","General Hate ","","","2015"
"Culture Wars/Fidelity Press","South Bend","Indiana","","Radical Traditional Catholicism ","","","2015"
"D. James Kennedy Ministries (formerly Truth in Action)","Fort Lauderdale","Florida","","Anti-LGBTQ","","","2015"
"The Daily Stormer","Worthington","Ohio","","Neo-Nazi","","","2015"
"The Dakota Voice","Rapid City","South Dakota","","General Hate ","","","2015"
"David Horowitz Freedom Center","Los Angeles","California","","Anti-Muslim","","","2015"
"Divine International Church of the Web","Morton","Illinois","","Christian Identity ","","","2015"
"Dixie Republic","Travelers Rest","South Carolina","","Neo-Confederate","","","2015"
"East Coast Knights of the True Invisible Empire","Scranton","Pennsylvania","","Ku Klux Klan ","","","2015"
"East Coast Knights of the True Invisible Empire","Wilkes-Barre","Pennsylvania","","Ku Klux Klan ","","","2015"
"East Coast Knights of the True Invisible Empire","","Delaware","","Ku Klux Klan ","","Yes","2015"
"Eastern Hammerskins","Allentown","Pennsylvania","","Racist Skinhead ","","","2015"
"Eastern Hammerskins","","New Hampshire","","Racist Skinhead ","","Yes","2015"
"Eastern White Knights of the KKK","","North Carolina","","Ku Klux Klan ","","Yes","2015"
"The Eastern White Knights of the KKK","Parkersburg","West Virginia","","Ku Klux Klan ","","","2015"
"Ecclesiastical Council for the Restoration of Covenant Israel (ECRCI)","Chicago","Illinois","","Christian Identity ","","","2015"
"European American Action Coalition","Pittston","Pennsylvania","","White Nationalist ","","","2015"
"European American Front","Baldwyn","Mississippi","","White Nationalist ","","","2015"
"European-American Evangelistic Crusades","Carmichael","California","","General Hate ","","","2015"
"Faith and Heritage","Southeast","Texas","","White Nationalist ","","","2015"
"Faith Baptist Church (formerly Sons of Thundr)","Greenville","Georgia","","Anti-LGBTQ","","","2015"
"Faith Baptist Church and Ministry","Houston","Missouri","","Christian Identity ","","","2015"
"Faith Freedom","Bellevue","Washington","","Anti-Muslim","","","2015"
"Faith2Action","North Royalton","Ohio","","Anti-LGBTQ","","","2015"
"Faithful Word Baptist Church","Tempe","Arizona","","Anti-LGBTQ","","","2015"
"Family Research Council","Washington","District of Columbia","Family Research Council","Anti-LGBTQ","","","2015"
"Family Research Institute","Colorado Springs","Colorado","","Anti-LGBTQ","","","2015"
"Family Watch International","Gilbert","Arizona","Family Watch International","Anti-LGBTQ","","","2015"
"The Fatima Crusader","Constable","New York","","Radical Traditional Catholicism ","","","2015"
"Federation for American Immigration Reform","Washington","District of Columbia","Federation for American Immigration Reform","Anti-Immigrant","","","2015"
"Fellowship of God's Covenant People","Union","Kentucky","","Christian Identity ","","","2015"
"The Fitzgerald Griffin Foundation","Vienna","Virginia","","White Nationalist ","","","2015"
"Florida Family Association","Tampa","Florida","","Anti-Muslim","","","2015"
"Florida United","Saint Cloud","Florida","","Racist Skinhead ","","","2015"
"Free American","Tucson","Arizona","","White Nationalist ","","","2015"
"Free Edgar Steele","Sagle","Idaho","","White Nationalist ","","","2015"
"Friendship Assembly of God Church","Colorado Springs","Colorado","","Anti-LGBTQ","","","2015"
"Fundamentalist Latter Day Saints","Colorado City","Arizona","Fundamentalist Church of Jesus Christ of Latter-Day Saints","General Hate ","","","2015"
"Fundamentalist Latter Day Saints","Hildale","Utah","Fundamentalist Church of Jesus Christ of Latter-Day Saints","General Hate ","","","2015"
"Fundamentalist Latter Day Saints","","South Dakota","Fundamentalist Church of Jesus Christ of Latter-Day Saints","General Hate ","","Yes","2015"
"Gallows Tree Wotansvolk Alliance","Cedar Rapids","Iowa","","Neo-Völkisch","","","2015"
"Gallows Tree Wotansvolk Alliance","Grand Rapids","Michigan","","Neo-Völkisch","","","2015"
"Gallows Tree Wotansvolk Alliance","Mauriceville","Texas","","Neo-Völkisch","","","2015"
"Gallows Tree Wotansvolk Alliance","Panama City Beach","Florida","","Neo-Völkisch","","","2015"
"Gallows Tree Wotansvolk Alliance","Paso Robles","California","","Neo-Völkisch","","","2015"
"Gallows Tree Wotansvolk Alliance","Tallahassee","Florida","","Neo-Völkisch","","","2015"
"Gallows Tree Wotansvolk Alliance","Wichita","Kansas","","Neo-Völkisch","","","2015"
"Gallows Tree Wotansvolk Alliance","","Indiana","","Neo-Völkisch","","Yes","2015"
"Geauga Constitutional Council","Mayfield Heights","Ohio","","General Hate ","","","2015"
"Generations With Vision","Elizabeth","Colorado","","Anti-LGBTQ","","","2015"
"Golden Dawn","Astoria","New York","","Neo-Nazi","","","2015"
"Golden State Skinheads","Northern","California","","Racist Skinhead ","","","2015"
"Golden State Skinheads","Southern","California","","Racist Skinhead ","","","2015"
"H.L. Mencken Club","Elizabethtown","Pennsylvania","","White Nationalist ","","","2015"
"The Hated","","Rhode Island","","Racist Skinhead ","","Yes","2015"
"The Hated","Toms River","New Jersey","","Racist Skinhead ","","","2015"
"Heritage and Destiny","Silver Spring","Maryland","","White Nationalist ","","","2015"
"Heritage Connection","Harrison","Arkansas","","Hate Music ","","","2015"
"Heterosexuals Organized for a Moral Environment (H.O.M.E.)","Downers Grove","Illinois","","Anti-LGBTQ","","","2015"
"Holy Nation of Odin","Kingsburg","California","","General Hate ","","","2015"
"IHM Media","Richmond","New Hampshire","","Radical Traditional Catholicism ","","","2015"
"IHS Press","Norfolk","Virginia","","Radical Traditional Catholicism ","","","2015"
"Illinois Family Institute","Carol Stream","Illinois","","Anti-LGBTQ","","","2015"
"Imperial Klans of America Knights of the KKK","Dawson Springs","Kentucky","","Ku Klux Klan ","","","2015"
"In the Spirit of Chartres Committee","Carrollton","Virginia","","Radical Traditional Catholicism ","","","2015"
"Inconvenient History","San Diego","California","","Holocaust Denial","","","2015"
"Insight USA","Longwood","Florida","","General Hate ","","","2015"
"Institute for Historical Review","Fountain Valley","California","Institute for Historical Review","Holocaust Denial","","","2015"
"Institute for Historical Review Store","Newport Beach","California","","Holocaust Denial","","","2015"
"The International Conspiratological Association","Coeur d'Alene","Idaho","","Holocaust Denial","","","2015"
"International Keystone Knights of the KKK","Monticello","Arkansas","","Ku Klux Klan ","","","2015"
"International Keystone Knights of the KKK","Nashville","Tennessee","","Ku Klux Klan ","","","2015"
"International Keystone Knights of the KKK","Taylors","South Carolina","","Ku Klux Klan ","","","2015"
"International Keystone Knights of the KKK","Vanndale","Arkansas","","Ku Klux Klan ","","","2015"
"International Keystone Knights of the KKK","","Alabama","","Ku Klux Klan ","","Yes","2015"
"International Keystone Knights of the KKK","","Mississippi","","Ku Klux Klan ","","Yes","2015"
"International Keystone Knights of the KKK","","Georgia","","Ku Klux Klan ","","Yes","2015"
"Invictus Books","Wentzville","Missouri","","General Hate ","","","2015"
"Irving Books","Key West","Florida","","Holocaust Denial","","","2015"
"ISD Records","Lancaster","Ohio","","Hate Music ","","","2015"
"Islam: Making a True Difference in the World -- One Body at a Time","Marietta","Georgia","","Anti-Muslim","","","2015"
"islam: the Religion of Peace (and a big stack of dead bodies)","Marietta","Georgia","","Anti-Muslim","","","2015"
"Islamthreat.com","WalnutCreek","California","","Anti-Muslim","","","2015"
"Israel United In Christ","Atlanta","Georgia","","","","","2015"
"Israel United In Christ","Austin","Texas","","","","","2015"
"Israel United In Christ","Birmingham","Alabama","","","","","2015"
"Israel United In Christ","Boston","Massachusetts","","","","","2015"
"Israel United In Christ","Bronx","New York","","","","","2015"
"Israel United in Christ","Charlotte","North Carolina","","","","","2015"
"Israel United In Christ","Chicago","Illinois","","","","","2015"
"Israel United In Christ","Corpus Christi","Texas","","","","","2015"
"Israel United In Christ","Dallas","Texas","","","","","2015"
"Israel United In Christ","Denver","Colorado","","","","","2015"
"Israel United In Christ","Detroit","Michigan","","","","","2015"
"Israel United In Christ","Houston","Texas","","","","","2015"
"Israel United In Christ","Kansas City","Kansas","","","","","2015"
"Israel United In Christ","Las Vegas","Nevada","","","","","2015"
"Israel United In Christ","Louisville","Kentucky","","","","","2015"
"Israel United In Christ","Memphis","Tennessee","","","","","2015"
"Israel United In Christ","Miami","Florida","","","","","2015"
"Israel United In Christ","New Orleans","Louisiana","","","","","2015"
"Israel United In Christ","Newburgh","New York","","","","","2015"
"Israel United in Christ","Oklahoma City","Oklahoma","","","","","2015"
"Israel United In Christ","Orlando","Florida","","","","","2015"
"Israel United In Christ","Phoenix","Arizona","","","","","2015"
"Israel United In Christ","Pittsburgh","Pennsylvania","","","","","2015"
"Israel United In Christ","Richmond","Virginia","","","","","2015"
"Israel United In Christ","Saint Louis","Missouri","","","","","2015"
"Israel United In Christ","San Antonio","Texas","","","","","2015"
"Israel United In Christ","Savannah","Georgia","","","","","2015"
"Israel United In Christ","Tallahassee","Florida","","","","","2015"
"Israel United In Christ","Washington","District of Columbia","","","","","2015"
"Israel United In Christ","","Ohio","","","","Yes","2015"
"Israel United In Christ","","California","","","","Yes","2015"
"Israel United In Christ","","New Jersey","","","","Yes","2015"
"Israel United In Christ","","Oregon","","","","Yes","2015"
"Israelite Church of God in Jesus Christ","Philadelphia","Pennsylvania","","","","","2015"
"The Israelite Church of God in Jesus Christ","Allentown","Pennsylvania","","","","","2015"
"The Israelite Church of God in Jesus Christ","Baltimore","Maryland","","","","","2015"
"The Israelite Church of God in Jesus Christ","Camden","New Jersey","","","","","2015"
"The Israelite Church of God in Jesus Christ","Fayetteville","North Carolina","","","","","2015"
"The Israelite Church of God in Jesus Christ","Fort Myers","Florida","","","","","2015"
"The Israelite Church of God in Jesus Christ","Kansas City","Missouri","","","","","2015"
"The Israelite Church of God in Jesus Christ","Miami","Florida","","","","","2015"
"The Israelite Church of God in Jesus Christ","Minneapolis","Minnesota","","","","","2015"
"The Israelite Church of God in Jesus Christ","New York","New York","","","","","2015"
"The Israelite Church of God in Jesus Christ","Oklahoma City","Oklahoma","","","","","2015"
"The Israelite Church of God in Jesus Christ","Omaha","Nebraska","","","","","2015"
"The Israelite Church of God in Jesus Christ","Orlando","Florida","","","","","2015"
"The Israelite Church of God in Jesus Christ","Pittsburgh","Pennsylvania","","","","","2015"
"The Israelite Church of God in Jesus Christ","Portland","Oregon","","","","","2015"
"The Israelite Church of God in Jesus Christ","Washington","District of Columbia","","","","","2015"
"The Israelite Church of God in Jesus Christ","West Palm Beach","Florida","","","","","2015"
"The Israelite Church of God in Jesus Christ","Wilmington","North Carolina","","","","","2015"
"Israelite School of Universal and Practical Knowledge","Atlanta","Georgia","","","","","2015"
"Israelite School of Universal and Practical Knowledge","Chicago","Illinois","","","","","2015"
"Israelite School of Universal and Practical Knowledge","Indianapolis","Indiana","","","","","2015"
"Israelite School of Universal and Practical Knowledge","New York","New York","","","","","2015"
"Israelite School of Universal and Practical Knowledge","Oregon City","Oregon","","","","","2015"
"Israelite School of Universal and Practical Knowledge","Philadelphia","Pennsylvania","","","","","2015"
"Israelite School of Universal and Practical Knowledge","San Diego","California","","","","","2015"
"Israelite School of Universal and Practical Knowledge","Syracuse","New York","","","","","2015"
"Israelite School of Universal and Practical Knowledge","Washington","District of Columbia","","","","","2015"
"Israelite School of Universal and Practical Knowledge","","West Virginia","","","","Yes","2015"
"Israelite School of Universal Practical Knowledge","Baltimore","Maryland","","","","","2015"
"Jamaat al-Muslimeen","Baltimore","Maryland","","General Hate ","","","2015"
"Jewish Political Action Committee","New York","New York","","Anti-LGBTQ","","","2015"
"Jewish Task Force","Fresh Meadows","New York","","General Hate ","","","2015"
"Jihad Watch","Sherman Oaks","California","","Anti-Muslim","","","2015"
"Karolina Knights of the KKK","Holly Springs","North Carolina","","Ku Klux Klan ","","","2015"
