"Title","City","State","Group","Ideology","Headquarters","Statewide","Year"
"American National Socialist Workers Party","Tulsa","Oklahoma","","Neo-Nazi","","","2007"
"American National Socialist Workers Party","Westminster","South Carolina","","Neo-Nazi","","","2007"
"American National Socialist Workers Party","Wilmington","Ohio","","Neo-Nazi","","","2007"
"American National Socialist Workers Party","","Illinois","","Neo-Nazi","","Yes","2007"
"American National Socialist Workers Party","","Tennessee","","Neo-Nazi","","Yes","2007"
"American National Socialist Workers Party","","California","","Neo-Nazi","","Yes","2007"
"American National Socialist Workers Party","","New Jersey","","Neo-Nazi","","Yes","2007"
"American National Socialist Workers Party","","Washington","","Neo-Nazi","","Yes","2007"
"American National Socialist Workers Party","","Pennsylvania","","Neo-Nazi","","Yes","2007"
"American National Socialist Workers Party","","North Carolina","","Neo-Nazi","","Yes","2007"
"American National Socialist Workers Party","","Oregon","","Neo-Nazi","","Yes","2007"
"American National Socialist Workers Party","","New York","","Neo-Nazi","","Yes","2007"
"American Nationalist Union","Allison Park","Pennsylvania","","White Nationalist ","","","2007"
"American Nazi Party","Westland","Michigan","","Neo-Nazi","","","2007"
"American Patrol/Voice of Citizens Together","Sherman Oaks","California","","Anti-Immigrant","","","2007"
"American Reformation Ministries","Malvern","Arkansas","","Christian Identity ","","","2007"
"American Renaissance/New Century Foundation","Arlington","Virginia","American Renaissance","White Nationalist ","","","2007"
"American Renaissance/New Century Foundation","Chicago","Illinois","American Renaissance","White Nationalist ","","","2007"
"American Renaissance/New Century Foundation","Oakton","Virginia","American Renaissance","White Nationalist ","","","2007"
"American Renaissance/New Century Foundation","San Francisco","California","American Renaissance","White Nationalist ","","","2007"
"American Renaissance/New Century Foundation","Southern California","California","American Renaissance","White Nationalist ","","","2007"
"American Thule Society","Black Canyon","Arizona","","Neo-Nazi","","","2007"
"American Thule Society","","California","","Neo-Nazi","","Yes","2007"
"American Thule Society","","Texas","","Neo-Nazi","","Yes","2007"
"American Vision","Powder Springs","Georgia","","Anti-LGBTQ","","","2007"
"American White Knights of the KKK","Cordele","Georgia","","Ku Klux Klan ","","","2007"
"Americans for Self Determination","Falls Church","Virginia","","White Nationalist ","","","2007"
"Apostles of Adolf Hitler","Portland","Oregon","","Neo-Nazi","","","2007"
"Appalachian Knights of the KKK","Caneyville","Kentucky","","Ku Klux Klan ","","","2007"
"Appalachian Knights of the KKK","Dayton","Ohio","","Ku Klux Klan ","","","2007"
"Appalachian Knights of the KKK","Logan","West Virginia","","Ku Klux Klan ","","","2007"
"Appalachian Knights of the KKK","Pikeville","Kentucky","","Ku Klux Klan ","","","2007"
"Artisan Publishers","Muskogee","Oklahoma","","General Hate ","","","2007"
"Aryan Anarchist Skins","Mount Morris","Illinois","","Racist Skinhead ","","","2007"
"Aryan Covenant Church/ACC Services","Anderson","Texas","","Christian Identity ","","","2007"
"Aryan Militia","Bakersfield","California","","Neo-Nazi","","","2007"
"Aryan Nations","Andersonville","Tennessee","","Neo-Nazi","","","2007"
"Aryan Nations","Appleton","Wisconsin","","Neo-Nazi","","","2007"
"Aryan Nations","Astoria","New York","","Neo-Nazi","","","2007"
"Aryan Nations","Bellmead","Texas","","Neo-Nazi","","","2007"
"Aryan Nations","Bixby","Oklahoma","","Neo-Nazi","","","2007"
"Aryan Nations","Chino","California","","Neo-Nazi","","","2007"
"Aryan Nations","Coeur D'Alene","Idaho","","Neo-Nazi","","","2007"
"Aryan Nations","Goodyear","Arizona","","Neo-Nazi","","","2007"
"Aryan Nations","Houston","Texas","","Neo-Nazi","","","2007"
"Aryan Nations","Lemoyne","Pennsylvania","","Neo-Nazi","","","2007"
"Aryan Nations","Lincoln","Alabama","","Neo-Nazi","","","2007"
"Aryan Nations","London","Arkansas","","Neo-Nazi","","","2007"
"Aryan Nations","Orlando","Florida","","Neo-Nazi","","","2007"
"Aryan Nations","Salem","Missouri","","Neo-Nazi","","","2007"
"Aryan Nations","South Bend","Indiana","","Neo-Nazi","","","2007"
"Aryan Nations","Spokane","Washington","","Neo-Nazi","","","2007"
"Aryan Nations","Tacoma","Washington","","Neo-Nazi","","","2007"
"Aryan Nations","Troy","Illinois","","Neo-Nazi","","","2007"
"Aryan Nations","","Georgia","","Neo-Nazi","","Yes","2007"
"Aryan Nations","Lexington","South Carolina","","Neo-Nazi","","","2007"
"Aryan Nations Youth Action Corps","","California","","Neo-Nazi","","Yes","2007"
"Aryan Wear","Keller","Texas","","White Nationalist ","","","2007"
"Barnes Review/Foundation for Economic Liberty Inc","Washington","District of Columbia","","Holocaust Denial","","","2007"
"Bay Area Skinheads","San Francisco","California","","Racist Skinhead ","","","2007"
"Bayou Knights of the KKK","Amarillo","Texas","","Ku Klux Klan ","","","2007"
"Bayou Knights of the KKK","El Paso","Texas","","Ku Klux Klan ","","","2007"
"Bayou Knights of the KKK","Homer","Louisiana","","Ku Klux Klan ","","","2007"
"Bayou Knights of the KKK","Kiln","Mississippi","","Ku Klux Klan ","","","2007"
"Bayou Knights of the KKK","Lufkin","Texas","","Ku Klux Klan ","","","2007"
"Bayou Knights of the KKK","Midlothian","Texas","","Ku Klux Klan ","","","2007"
"Bayou Knights of the KKK","Palestine","Texas","","Ku Klux Klan ","","","2007"
"Bayou Knights of the KKK","Shawnee","Oklahoma","","Ku Klux Klan ","","","2007"
"Bayou Knights of the KKK","Shreveport","Louisiana","","Ku Klux Klan ","","","2007"
"Bayou Knights of the KKK","Smackover","Arkansas","","Ku Klux Klan ","","","2007"
"Bayou Knights of the KKK","St Amant","Louisiana","","Ku Klux Klan ","","","2007"
"Bayou Knights of the KKK","Walker","Louisiana","","Ku Klux Klan ","","","2007"
"Bayou Knights of the KKK","","Missouri","","Ku Klux Klan ","","Yes","2007"
"Bayou Knights of the KKK","","Tennessee","","Ku Klux Klan ","","Yes","2007"
"Berdoo Skinhead Family","San Bernadino","California","","Racist Skinhead ","","","2007"
"Bergen County Hooligans","Garfield","New Jersey","","Racist Skinhead ","","","2007"
"Bergen County Hooligans","Lodi","New Jersey","","Racist Skinhead ","","","2007"
"Bergen County Hooligans","Rutherford","New Jersey","","Racist Skinhead ","","","2007"
"Bergen County Hooligans","Wallington","New Jersey","","Racist Skinhead ","","","2007"
"Black Lawyers for Justice","Waco","District of Columbia","","","","","2007"
"Blood and Honour","Orange County","California","","Racist Skinhead ","","","2007"
"Blood and Honour","Richardson","Texas","","Racist Skinhead ","","","2007"
"Blood and Honour","Salem","Ohio","","Racist Skinhead ","","","2007"
"Border Guardians","Livingston","Texas","","Anti-Immigrant","","","2007"
"Brotherhood of Klans Knights of the KKK","Atoka","Oklahoma","","Ku Klux Klan ","","","2007"
"Brotherhood of Klans Knights of the KKK","Beardstown","Illinois","","Ku Klux Klan ","","","2007"
"Brotherhood of Klans Knights of the KKK","Berwyn","Illinois","","Ku Klux Klan ","","","2007"
"Brotherhood of Klans Knights of the KKK","Cement","Oklahoma","","Ku Klux Klan ","","","2007"
"Brotherhood of Klans Knights of the KKK","Coalgate","Oklahoma","","Ku Klux Klan ","","","2007"
"Brotherhood of Klans Knights of the KKK","Columbus","Ohio","","Ku Klux Klan ","","","2007"
"Brotherhood of Klans Knights of the KKK","Crescent City","California","","Ku Klux Klan ","","","2007"
"Brotherhood of Klans Knights of the KKK","Dayton","Ohio","","Ku Klux Klan ","","","2007"
"Brotherhood of Klans Knights of the KKK","Decaturville","Tennessee","","Ku Klux Klan ","","","2007"
"Brotherhood of Klans Knights of the KKK","Dunlap","Tennessee","","Ku Klux Klan ","","","2007"
"Brotherhood of Klans Knights of the KKK","Elizabethtown","North Carolina","","Ku Klux Klan ","","","2007"
"Brotherhood of Klans Knights of the KKK","Henderson","Tennessee","","Ku Klux Klan ","","","2007"
"Brotherhood of Klans Knights of the KKK","Hickory Valley","Tennessee","","Ku Klux Klan ","","","2007"
"Brotherhood of Klans Knights of the KKK","Hinton","Oklahoma","","Ku Klux Klan ","","","2007"
"Brotherhood of Klans Knights of the KKK","Hurley","Wisconsin","","Ku Klux Klan ","","","2007"
"Brotherhood of Klans Knights of the KKK","Ironwood","Michigan","","Ku Klux Klan ","","","2007"
"Brotherhood of Klans Knights of the KKK","La Fayette","Georgia","","Ku Klux Klan ","","","2007"
"Brotherhood of Klans Knights of the KKK","La Pine","Oregon","","Ku Klux Klan ","","","2007"
"Brotherhood of Klans Knights of the KKK","Lake Jackson","Texas","","Ku Klux Klan ","","","2007"
"Brotherhood of Klans Knights of the KKK","Lakeville","Indiana","","Ku Klux Klan ","","","2007"
"Brotherhood of Klans Knights of the KKK","Marion","Ohio","","Ku Klux Klan ","","","2007"
"Brotherhood of Klans Knights of the KKK","Moyers","Oklahoma","","Ku Klux Klan ","","","2007"
"Brotherhood of Klans Knights of the KKK","Omaha","Nebraska","","Ku Klux Klan ","","","2007"
"Brotherhood of Klans Knights of the KKK","Rutland","Vermont","","Ku Klux Klan ","","","2007"
"Brotherhood of Klans Knights of the KKK","Saint Thomas","Pennsylvania","","Ku Klux Klan ","","","2007"
"Brotherhood of Klans Knights of the KKK","San Luis Obispo","California","","Ku Klux Klan ","","","2007"
"Brotherhood of Klans Knights of the KKK","Santa Ana","California","","Ku Klux Klan ","","","2007"
"Brotherhood of Klans Knights of the KKK","Soledad","California","","Ku Klux Klan ","","","2007"
"Brotherhood of Klans Knights of the KKK","Troy","Illinois","","Ku Klux Klan ","","","2007"
"By Yahweh's Design","Stevensville","Michigan","","Christian Identity ","","","2007"
"National Coalition for Immigration Reform (formerly California Coalition for Immigration Reform)","Huntingdon Beach","California","","Anti-Immigrant","","","2007"
"California Skinheads","Fresno","California","","Racist Skinhead ","","","2007"
"Campaign for Radical Truth in History","Coeur D'Alene","Idaho","","Holocaust Denial","","","2007"
"Carolina Skinhead Alliance","High Shoals","North Carolina","","Racist Skinhead ","","","2007"
"Castle Hill Publishers","New York","New York","","Holocaust Denial","","","2007"
"Catholic Apologetics International Publishing, Inc.","State Line","Pennsylvania","","Radical Traditional Catholicism ","","","2007"
"Catholic Counterpoint","Broomall","Pennsylvania","","Radical Traditional Catholicism ","","","2007"
"Catholic Family News/Catholic Family Ministries, Inc.","Niagrara Falls","New York","","Radical Traditional Catholicism ","","","2007"
"Center for American Unity","Warrenton","Virginia","","White Nationalist ","","","2007"
"Center for Perpetual Diversity","Gaithersburg","Maryland","","White Nationalist ","","","2007"
"Center for Perpetual Diversity","Washington","District of Columbia","","White Nationalist ","","","2007"
"Chalcedon Foundation","Vallecito","California","","Anti-LGBTQ","","","2007"
"Charles Darwin Research Institute","Port Huron","Michigan","","White Nationalist ","","","2007"
"Chick Publications","Ontario","California","","General Hate ","","","2007"
"Christian Defense League","Mandeville","Louisiana","","Neo-Nazi","","","2007"
"Christian Identity Mission","Knoxville","Tennessee","","Christian Identity ","","","2007"
"Christian Research","Eureka Springs","Arkansas","","Christian Identity ","","","2007"
"Christian Separatist Church Society","Kodak","Tennessee","","Christian Identity ","","","2007"
"Christian White Knights Church of the KKK","Petal","Mississippi","","Ku Klux Klan ","","","2007"
"Church of Creativity","Newport News","Virginia","","Neo-Nazi","","","2007"
"Church of Creativity","Pittsburgh","Pennsylvania","","Neo-Nazi","","","2007"
"Church of Jesus Christ Christian/Aryan Nations","Bergman","Arkansas","","Christian Identity ","","","2007"
"Church of the Sons of YHVH","Calhoun","Louisiana","","Christian Identity ","","","2007"
"Church of the Sons of YHVH--Reformed","Sandpoint","Idaho","","Christian Identity ","","","2007"
"Church of the Southern Cross","Lucedale","Mississippi","","Christian Identity ","","","2007"
"Church of True Israel","Noxon","Montana","","Christian Identity ","","","2007"
"Condemned Records","San Diego","California","","Hate Music ","","","2007"
"Confederate Hammerskins","Dallas","Texas","","Racist Skinhead ","","","2007"
"Confederate Hammerskins","Houston","Texas","","Racist Skinhead ","","","2007"
"Confederate Hammerskins","Jacksonville","Florida","","Racist Skinhead ","","","2007"
"Confederate Hammerskins","Knoxville","Tennessee","","Racist Skinhead ","","","2007"
"Confederate Hammerskins","Orlando","Florida","","Racist Skinhead ","","","2007"
"Confederate Hammerskins","","Virginia","","Racist Skinhead ","","Yes","2007"
"Confederate Knights of America","Millville","New Jersey","","Ku Klux Klan ","","","2007"
"Confederation of Racial Working Class Skinheads","Ventura","California","","Racist Skinhead ","","","2007"
"Connecticut White Wolves","Stratford","Connecticut","","Racist Skinhead ","","","2007"
"Conservative Citizens Foundation, Inc.","St Louis","Missouri","","White Nationalist ","","","2007"
"COORS Family Skinheads","Orange County","California","","Racist Skinhead ","","","2007"
"Council of Conservative Citizens","Allison Park","Pennsylvania","Council of Conservative Citizens","White Nationalist ","","","2007"
"Council of Conservative Citizens","Ashburn","Virginia","Council of Conservative Citizens","White Nationalist ","","","2007"
"Council of Conservative Citizens","Atlanta","Georgia","Council of Conservative Citizens","White Nationalist ","","","2007"
"Council of Conservative Citizens","Baton Rouge","Louisiana","Council of Conservative Citizens","White Nationalist ","","","2007"
"Council of Conservative Citizens","Birmingham","Alabama","Council of Conservative Citizens","White Nationalist ","","","2007"
"Council of Conservative Citizens","Boston","Massachusetts","Council of Conservative Citizens","White Nationalist ","","","2007"
"Council of Conservative Citizens","Caledonia","Michigan","Council of Conservative Citizens","White Nationalist ","","","2007"
"Council of Conservative Citizens","Calhoun City","Mississippi","Council of Conservative Citizens","White Nationalist ","","","2007"
"Council of Conservative Citizens","Charleston","South Carolina","Council of Conservative Citizens","White Nationalist ","","","2007"
"Council of Conservative Citizens","Chicago","Illinois","Council of Conservative Citizens","White Nationalist ","","","2007"
"Council of Conservative Citizens","Clemmons","North Carolina","Council of Conservative Citizens","White Nationalist ","","","2007"
"Council of Conservative Citizens","Cleveland","Tennessee","Council of Conservative Citizens","White Nationalist ","","","2007"
"Council of Conservative Citizens","Cullman","Alabama","Council of Conservative Citizens","White Nationalist ","","","2007"
"Council of Conservative Citizens","Elkin","North Carolina","Council of Conservative Citizens","White Nationalist ","","","2007"
"Council of Conservative Citizens","Florence","Alabama","Council of Conservative Citizens","White Nationalist ","","","2007"
"Council of Conservative Citizens","Fort Lee","New Jersey","Council of Conservative Citizens","White Nationalist ","","","2007"
"Council of Conservative Citizens","Franklin","Tennessee","Council of Conservative Citizens","White Nationalist ","","","2007"
"Council of Conservative Citizens","Greenville","South Carolina","Council of Conservative Citizens","White Nationalist ","","","2007"
"Council of Conservative Citizens","Greenwood","Mississippi","Council of Conservative Citizens","White Nationalist ","","","2007"
"Council of Conservative Citizens","Grenada County","Mississippi","Council of Conservative Citizens","White Nationalist ","","","2007"
"Council of Conservative Citizens","Grove City","Ohio","Council of Conservative Citizens","White Nationalist ","","","2007"
"Council of Conservative Citizens","Huntsville","Alabama","Council of Conservative Citizens","White Nationalist ","","","2007"
"Council of Conservative Citizens","Jackson","Mississippi","Council of Conservative Citizens","White Nationalist ","","","2007"
"Council of Conservative Citizens","Jacksonville","Florida","Council of Conservative Citizens","White Nationalist ","","","2007"
"Council of Conservative Citizens","Jasper","Alabama","Council of Conservative Citizens","White Nationalist ","","","2007"
"Council of Conservative Citizens","Kingsport","Tennessee","Council of Conservative Citizens","White Nationalist ","","","2007"
"Council of Conservative Citizens","Leflore County","Mississippi","Council of Conservative Citizens","White Nationalist ","","","2007"
"Council of Conservative Citizens","Little Rock","Arkansas","Council of Conservative Citizens","White Nationalist ","","","2007"
"Council of Conservative Citizens","Madison","Wisconsin","Council of Conservative Citizens","White Nationalist ","","","2007"
"Council of Conservative Citizens","Mathison","Mississippi","Council of Conservative Citizens","White Nationalist ","","","2007"
"Council of Conservative Citizens","Memphis","Tennessee","Council of Conservative Citizens","White Nationalist ","","","2007"
"Council of Conservative Citizens","Montgomery","Alabama","Council of Conservative Citizens","White Nationalist ","","","2007"
"Council of Conservative Citizens","New Orleans","Louisiana","Council of Conservative Citizens","White Nationalist ","","","2007"
"Council of Conservative Citizens","New York","New York","Council of Conservative Citizens","White Nationalist ","","","2007"
"Council of Conservative Citizens","Northern Indiana","Indiana","Council of Conservative Citizens","White Nationalist ","","","2007"
"Council of Conservative Citizens","Parishville","New York","Council of Conservative Citizens","White Nationalist ","","","2007"
"Council of Conservative Citizens","Revere","Pennsylvania","Council of Conservative Citizens","White Nationalist ","","","2007"
"Council of Conservative Citizens","Saluda","South Carolina","Council of Conservative Citizens","White Nationalist ","","","2007"
"Council of Conservative Citizens","San Bernadino","California","Council of Conservative Citizens","White Nationalist ","","","2007"
"Council of Conservative Citizens","San Francisco","California","Council of Conservative Citizens","White Nationalist ","","","2007"
"Council of Conservative Citizens","St Louis","Missouri","Council of Conservative Citizens","White Nationalist ","","","2007"
"Council of Conservative Citizens","St Louis","Missouri","Council of Conservative Citizens","White Nationalist ","","","2007"
"Council of Conservative Citizens","Vaiden","Mississippi","Council of Conservative Citizens","White Nationalist ","","","2007"
"Council of Conservative Citizens","West Columbia","South Carolina","Council of Conservative Citizens","White Nationalist ","","","2007"
"Council of Conservative Citizens","Wilkesboro","North Carolina","Council of Conservative Citizens","White Nationalist ","","","2007"
"Council of Conservative Citizens","Yadkinville","North Carolina","Council of Conservative Citizens","White Nationalist ","","","2007"
"Council of Conservative Citizens","","Connecticut","Council of Conservative Citizens","White Nationalist ","","Yes","2007"
"Council of Conservative Citizens","","Missouri","Council of Conservative Citizens","White Nationalist ","","Yes","2007"
"Council of Conservative Citizens","","Louisiana","Council of Conservative Citizens","White Nationalist ","","Yes","2007"
"Council of Conservative Citizens","","Illinois","Council of Conservative Citizens","White Nationalist ","","Yes","2007"
"Covenant People's Ministry","Brooks","Georgia","","Christian Identity ","","","2007"
"Creativity Movement","Bloomington","Illinois","Creativity Movement","Neo-Nazi","","","2007"
"Creativity Movement","Chicago","Illinois","Creativity Movement","Neo-Nazi","","","2007"
"Creativity Movement","Davie","Florida","Creativity Movement","Neo-Nazi","","","2007"
"Creativity Movement","East Peoria","Illinois","Creativity Movement","Neo-Nazi","","","2007"
"Creativity Movement","Hamilton","New Jersey","Creativity Movement","Neo-Nazi","","","2007"
"Creativity Movement","Island Heights","New Jersey","Creativity Movement","Neo-Nazi","","","2007"
"Creativity Movement","Jackson","New Jersey","Creativity Movement","Neo-Nazi","","","2007"
"Creativity Movement","Joliet","Illinois","Creativity Movement","Neo-Nazi","","","2007"
"Creativity Movement","Newport News","Virginia","Creativity Movement","Neo-Nazi","","","2007"
"Creativity Movement","Raymond","Mississippi","Creativity Movement","Neo-Nazi","","","2007"
"Creativity Movement","Toms River","New Jersey","Creativity Movement","Neo-Nazi","","","2007"
"Creativity Movement","","Ohio","Creativity Movement","Neo-Nazi","","Yes","2007"
"Culture Wars/Fidelity Press","South Bend","Indiana","","Radical Traditional Catholicism ","","","2007"
"Daughters of Yahweh","Portland","Oregon","","Christian Identity ","","","2007"
"Delaware County Skinheads","Muncie","Indiana","","Racist Skinhead ","","","2007"
"Desastrious Records","Springtown","Texas","","Hate Music ","","","2007"
"Diehard Records","Chesapeake","Ohio","","Hate Music ","","","2007"
"Dixie Rangers Knights of the KKK","Shreveport","Louisiana","","Ku Klux Klan ","","","2007"
"Dixie Rangers Knights of the KKK","Walker","Louisiana","","Ku Klux Klan ","","","2007"
"Eagle Publications","Corpus Christi","Texas","","Holocaust Denial","","","2007"
"Eastern Washington Skinheads","Spokane","Washington","","Racist Skinhead ","","","2007"
"Ecclesiastical Council for the Restoration of Covenant Israel (ECRCI)","Chicago","Illinois","","Christian Identity ","","","2007"
"Emigration Party of Nevada","Henderson","Nevada","","Anti-Immigrant","","","2007"
"Empire Knights of the KKK","Central Missouri","Missouri","","Ku Klux Klan ","","","2007"
"Empire Knights of the KKK","Gilbert","South Carolina","","Ku Klux Klan ","","","2007"
"Empire Knights of the KKK","Homosassa Springs","Florida","","Ku Klux Klan ","","","2007"
"Empire Knights of the KKK","San Angelo","Texas","","Ku Klux Klan ","","","2007"
"Empire Knights of the KKK","Southern Missiouri","Missouri","","Ku Klux Klan ","","","2007"
"Empire Knights of the KKK","Wooster","Ohio","","Ku Klux Klan ","","","2007"
"Empire Knights of the KKK","","Georgia","","Ku Klux Klan ","","Yes","2007"
"Empire Knights of the KKK","","Oregon","","Ku Klux Klan ","","Yes","2007"
"Empire Knights of the KKK","","California","","Ku Klux Klan ","","Yes","2007"
"European American Heritage Foundation","Bunnell","Florida","","White Nationalist ","","","2007"
"European American Issues Forum","San Bruno","California","","White Nationalist ","","","2007"
"European Americans United","Sacramento","California","","White Nationalist ","","","2007"
"European Americans United","Salt Creek","Tennessee","","White Nationalist ","","","2007"
"European-American Unity and Rights Organization","Cleveland","Ohio","","White Nationalist ","","","2007"
"European-American Unity and Rights Organization","Columbia","South Carolina","","White Nationalist ","","","2007"
"European-American Unity and Rights Organization","Columbus","Georgia","","White Nationalist ","","","2007"
"European-American Unity and Rights Organization","Dallas/Ft Worth","Texas","","White Nationalist ","","","2007"
"European-American Unity and Rights Organization","Irving","Texas","","White Nationalist ","","","2007"
"European-American Unity and Rights Organization","Jacksonville","Florida","","White Nationalist ","","","2007"
"European-American Unity and Rights Organization","Mandeville","Louisiana","","White Nationalist ","","","2007"
"European-American Unity and Rights Organization","Memphis","Tennessee","","White Nationalist ","","","2007"
"European-American Unity and Rights Organization","Richmond","Virginia","","White Nationalist ","","","2007"
"European-American Unity and Rights Organization","Ripley","Mississippi","","White Nationalist ","","","2007"
"European-American Unity and Rights Organization","Savannah","Georgia","","White Nationalist ","","","2007"
"European-American Unity and Rights Organization","Thibodaux","Louisiana","","White Nationalist ","","","2007"
"European-American Unity and Rights Organization","Tulsa","Oklahoma","","White Nationalist ","","","2007"
"European-American Unity and Rights Organization","Woodruff","South Carolina","","White Nationalist ","","","2007"
"Family Research Institute","Colorado Springs","Colorado","","Anti-LGBTQ","","","2007"
"Federation for American Immigration Reform","Washington","District of Columbia","Federation for American Immigration Reform","Anti-Immigrant","","","2007"
"Fellowship of God's Covenant People","Burlington","Kentucky","","Christian Identity ","","","2007"
"Final Stand Records","Newark","Delaware","","Hate Music ","","","2007"
"Folk and Faith","Idaho Falls","Idaho","","White Nationalist ","","","2007"
"Forward Guard","Delafield","Wisconsin","","Neo-Nazi","","","2007"
"Four States White Knights of the KKK","Conowingo","Maryland","","Ku Klux Klan ","","","2007"
"Fraternal White Knights of the KKK","Charles City","Iowa","","Ku Klux Klan ","","","2007"
"Free Knights of the KKK","Hiram","Georgia","","Ku Klux Klan ","","","2007"
"Free Knights of the KKK","Madison","North Carolina","","Ku Klux Klan ","","","2007"
"Free Knights of the KKK","","New York","","Ku Klux Klan ","","Yes","2007"
"Free Your Mind Productions","Valdosta","Georgia","","Hate Music ","","","2007"
"Fundamentalist Latter Day Saints","Colorado City","Arizona","Fundamentalist Church of Jesus Christ of Latter-Day Saints","General Hate ","","","2007"
"Fundamentalist Latter Day Saints","Eldorado","Texas","Fundamentalist Church of Jesus Christ of Latter-Day Saints","General Hate ","","","2007"
"Fundamentalist Latter Day Saints","Hildale","Utah","Fundamentalist Church of Jesus Christ of Latter-Day Saints","General Hate ","","","2007"
"Fundamentalist Latter Day Saints","Mancos","Colorado","Fundamentalist Church of Jesus Christ of Latter-Day Saints","General Hate ","","","2007"
"Georgia Knight Riders Knights of the KKK","Bainbridge","Georgia","","Ku Klux Klan ","","","2007"
"Georgia Knight Riders Knights of the KKK","Ellijay","Georgia","","Ku Klux Klan ","","","2007"
"Germanenorden Society","Danbury","New Hampshire","","White Nationalist ","","","2007"
"Golden State Skinheads","Central California","California","","Racist Skinhead ","","","2007"
"Golden State Skinheads","Northern California","California","","Racist Skinhead ","","","2007"
"Golden State Skinheads","San Luis Obispo","California","","Racist Skinhead ","","","2007"
"Gospel Broadcasting Association","Houston","Texas","","Christian Identity ","","","2007"
"Gospel Ministries","Boise","Idaho","","Christian Identity ","","","2007"
"Great Tennessee Knights of the KKK","Telford","Tennessee","","Ku Klux Klan ","","","2007"
"HATECRIME Streetwear","Earlville","Pennsylvania","","General Hate ","","","2007"
"Heritage and Destiny","Falls Church","Virginia","","White Nationalist ","","","2007"
"House of Yahweh","New Tazewell","Tennessee","","Christian Identity ","","","2007"
"Hypatia Publishing","Vancouver","Washington","","White Nationalist ","","","2007"
"Hypatia Publishing","","New Jersey","","White Nationalist ","","Yes","2007"
"Imperial Klans of America Knights of the KKK","Amelia","Ohio","","Ku Klux Klan ","","","2007"
"Imperial Klans of America Knights of the KKK","Boothwyn","Pennsylvania","","Ku Klux Klan ","","","2007"
"Imperial Klans of America Knights of the KKK","Brandenburg","Kentucky","","Ku Klux Klan ","","","2007"
"Imperial Klans of America Knights of the KKK","Center Point","Indiana","","Ku Klux Klan ","","","2007"
"Imperial Klans of America Knights of the KKK","Charlestown","Indiana","","Ku Klux Klan ","","","2007"
"Imperial Klans of America Knights of the KKK","Cincinnati","Ohio","","Ku Klux Klan ","","","2007"
"Imperial Klans of America Knights of the KKK","Dawson Springs","Kentucky","","Ku Klux Klan ","","","2007"
"Imperial Klans of America Knights of the KKK","Desoto","Texas","","Ku Klux Klan ","","","2007"
"Imperial Klans of America Knights of the KKK","Eugene","Missouri","","Ku Klux Klan ","","","2007"
"Imperial Klans of America Knights of the KKK","Houston","Texas","","Ku Klux Klan ","","","2007"
"Imperial Klans of America Knights of the KKK","Ickesburg","Pennsylvania","","Ku Klux Klan ","","","2007"
"Imperial Klans of America Knights of the KKK","Lefors","Texas","","Ku Klux Klan ","","","2007"
